response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,frequency_of_problem,preferred_solution_type,monthly_budget,opinion_text,date_collected,import_batch_id,imported_at,source_file_name,importance_score,frequency_key,budget_key,frequency_score,budget_midpoint_aed,analysis_text
DEMO_R0116,65+,female,Al Qua'a,livestock supplier,survey,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,4,weekly,in-person kiosk,501-1000 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-04-06,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,weekly,501-1000 aed,3,750,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0118,35-44,female,Al Ain outskirts,camel farm owner,volunteer,Solar-powered farm equipment needs maintenance but providers are far away.,solar farm equipment repair scheduling,Farm Operations,5,monthly,SMS updates,101-250 AED,A booking tool for solar and irrigation technicians could help farms schedule repairs faster.,2026-04-29,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,5.0,monthly,101-250 aed,2,175,Solar-powered farm equipment needs maintenance but providers are far away.. solar farm equipment repair scheduling. A booking tool for solar and irrigation technicians could help farms schedule repairs faster.
DEMO_R0119,55-64,prefer not to say,Al Madam,small grocery owner,volunteer,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,4,weekly,volunteer-assisted form,101-250 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-05-15,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,weekly,101-250 aed,3,175,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0150,35-44,male,Al Sila,home-based food seller,volunteer,Irrigation and water pump issues take too long to repair on remote farms.,farm equipment maintenance coordination,Farm Operations,5,daily,volunteer-assisted form,101-250 AED,"A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime.",2026-05-22,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,5.0,daily,101-250 aed,4,175,"Irrigation and water pump issues take too long to repair on remote farms.. farm equipment maintenance coordination. A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime."
DEMO_R0157,45-54,prefer not to say,Al Ain outskirts,camel farm owner,survey,Solar-powered farm equipment needs maintenance but providers are far away.,solar farm equipment repair scheduling,Farm Operations,3,weekly,WhatsApp bot,51-100 AED,A booking tool for solar and irrigation technicians could help farms schedule repairs faster.,2026-04-12,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,3.0,weekly,51-100 aed,3,75,Solar-powered farm equipment needs maintenance but providers are far away.. solar farm equipment repair scheduling. A booking tool for solar and irrigation technicians could help farms schedule repairs faster.
DEMO_R0159,45-54,prefer not to say,Al Qua'a,camel farm worker,survey,Irrigation and water pump issues take too long to repair on remote farms.,farm equipment maintenance coordination,Farm Operations,4,monthly,SMS updates,101-250 AED,"A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime.",2026-06-11,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,monthly,101-250 aed,2,175,"Irrigation and water pump issues take too long to repair on remote farms.. farm equipment maintenance coordination. A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime."
DEMO_R0162,65+,prefer not to say,Al Sila,home-based food seller,volunteer,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,5,weekly,in-person kiosk,1000+ AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-04-14,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,5.0,weekly,1000+ aed,3,1200,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0164,45-54,male,Al Ain outskirts,craft seller,government information,Irrigation and water pump issues take too long to repair on remote farms.,farm equipment maintenance coordination,Farm Operations,3,weekly,in-person kiosk,51-100 AED,"A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime.",2026-05-02,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,3.0,weekly,51-100 aed,3,75,"Irrigation and water pump issues take too long to repair on remote farms.. farm equipment maintenance coordination. A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime."
DEMO_R0166,25-34,female,Al Ain outskirts,date farmer,other,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,4,weekly,web dashboard,251-500 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-04-06,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,weekly,251-500 aed,3,375,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0189,25-34,prefer not to say,Ghayathi,camel farm worker,survey,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,4,daily,SMS updates,101-250 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-06-05,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,daily,101-250 aed,4,175,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0193,55-64,prefer not to say,Al Sila,camel farm worker,survey,Irrigation and water pump issues take too long to repair on remote farms.,farm equipment maintenance coordination,Farm Operations,3,daily,volunteer-assisted form,51-100 AED,"A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime.",2026-06-26,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,3.0,daily,51-100 aed,4,75,"Irrigation and water pump issues take too long to repair on remote farms.. farm equipment maintenance coordination. A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime."
DEMO_R0199,18-24,female,Masfout,tourism guide,volunteer,Irrigation and water pump issues take too long to repair on remote farms.,farm equipment maintenance coordination,Farm Operations,5,daily,WhatsApp bot,51-100 AED,"A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime.",2026-04-30,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,5.0,daily,51-100 aed,4,75,"Irrigation and water pump issues take too long to repair on remote farms.. farm equipment maintenance coordination. A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime."
DEMO_R0201,65+,female,Al Qua'a,homemaker,government information,Solar-powered farm equipment needs maintenance but providers are far away.,solar farm equipment repair scheduling,Farm Operations,5,daily,WhatsApp bot,0-50 AED,A booking tool for solar and irrigation technicians could help farms schedule repairs faster.,2026-06-03,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,5.0,daily,0-50 aed,4,25,Solar-powered farm equipment needs maintenance but providers are far away.. solar farm equipment repair scheduling. A booking tool for solar and irrigation technicians could help farms schedule repairs faster.
DEMO_R0212,35-44,female,Al Wathba,camel farm owner,volunteer,Irrigation and water pump issues take too long to repair on remote farms.,farm equipment maintenance coordination,Farm Operations,3,daily,mobile app,51-100 AED,"A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime.",2026-06-18,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,3.0,daily,51-100 aed,4,75,"Irrigation and water pump issues take too long to repair on remote farms.. farm equipment maintenance coordination. A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime."
DEMO_R0230,45-54,female,Al Ain outskirts,craft seller,volunteer,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,4,monthly,WhatsApp bot,0-50 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-05-30,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,monthly,0-50 aed,2,25,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0231,45-54,prefer not to say,Ghayathi,teacher,survey,Irrigation and water pump issues take too long to repair on remote farms.,farm equipment maintenance coordination,Farm Operations,4,daily,SMS updates,1000+ AED,"A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime.",2026-04-19,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,daily,1000+ aed,4,1200,"Irrigation and water pump issues take too long to repair on remote farms.. farm equipment maintenance coordination. A maintenance coordination service for irrigation, pumps, and farm equipment would reduce downtime."
DEMO_R0235,18-24,male,Hatta,tourism guide,other,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,5,occasionally,volunteer-assisted form,501-1000 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-06-11,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,5.0,occasionally,501-1000 aed,1,750,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0238,65+,prefer not to say,Al Qua'a,livestock supplier,government information,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,5,monthly,phone call service,1000+ AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-05-31,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,5.0,monthly,1000+ aed,2,1200,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0239,55-64,male,Al Sila,date farmer,survey,Solar-powered farm equipment needs maintenance but providers are far away.,solar farm equipment repair scheduling,Farm Operations,4,weekly,in-person kiosk,0-50 AED,A booking tool for solar and irrigation technicians could help farms schedule repairs faster.,2026-06-15,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,weekly,0-50 aed,3,25,Solar-powered farm equipment needs maintenance but providers are far away.. solar farm equipment repair scheduling. A booking tool for solar and irrigation technicians could help farms schedule repairs faster.
DEMO_R0251,65+,prefer not to say,Sweihan,healthcare worker,survey,Solar-powered farm equipment needs maintenance but providers are far away.,solar farm equipment repair scheduling,Farm Operations,4,weekly,volunteer-assisted form,51-100 AED,A booking tool for solar and irrigation technicians could help farms schedule repairs faster.,2026-05-27,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,weekly,51-100 aed,3,75,Solar-powered farm equipment needs maintenance but providers are far away.. solar farm equipment repair scheduling. A booking tool for solar and irrigation technicians could help farms schedule repairs faster.
DEMO_R0259,65+,prefer not to say,Hatta,healthcare worker,government information,Solar-powered farm equipment needs maintenance but providers are far away.,solar farm equipment repair scheduling,Farm Operations,3,daily,phone call service,51-100 AED,A booking tool for solar and irrigation technicians could help farms schedule repairs faster.,2026-05-14,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,3.0,daily,51-100 aed,4,75,Solar-powered farm equipment needs maintenance but providers are far away.. solar farm equipment repair scheduling. A booking tool for solar and irrigation technicians could help farms schedule repairs faster.
DEMO_R0262,18-24,prefer not to say,Al Qua'a,homemaker,survey,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,4,occasionally,mobile app,51-100 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-05-18,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,occasionally,51-100 aed,1,75,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0266,25-34,male,Al Qua'a,homemaker,other,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,5,weekly,SMS updates,0-50 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-06-14,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,5.0,weekly,0-50 aed,3,25,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0273,18-24,male,Hatta,livestock supplier,survey,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,3,monthly,volunteer-assisted form,0-50 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-05-30,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,3.0,monthly,0-50 aed,2,25,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0274,25-34,male,Al Qua'a,mechanic,volunteer,Solar-powered farm equipment needs maintenance but providers are far away.,solar farm equipment repair scheduling,Farm Operations,4,monthly,mobile app,101-250 AED,A booking tool for solar and irrigation technicians could help farms schedule repairs faster.,2026-03-29,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,monthly,101-250 aed,2,175,Solar-powered farm equipment needs maintenance but providers are far away.. solar farm equipment repair scheduling. A booking tool for solar and irrigation technicians could help farms schedule repairs faster.
DEMO_R0288,45-54,male,Al Qua'a,driver,survey,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,4,daily,WhatsApp bot,101-250 AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-05-25,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,daily,101-250 aed,4,175,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
DEMO_R0290,55-64,prefer not to say,Ghayathi,date farmer,government information,Solar-powered farm equipment needs maintenance but providers are far away.,solar farm equipment repair scheduling,Farm Operations,4,occasionally,phone call service,0-50 AED,A booking tool for solar and irrigation technicians could help farms schedule repairs faster.,2026-06-23,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,4.0,occasionally,0-50 aed,1,25,Solar-powered farm equipment needs maintenance but providers are far away.. solar farm equipment repair scheduling. A booking tool for solar and irrigation technicians could help farms schedule repairs faster.
DEMO_R0291,55-64,male,Ghayathi,tourism guide,volunteer,Farmers sometimes need equipment for short periods but cannot justify buying it.,farm equipment rental coordination,Farm Operations,5,daily,volunteer-assisted form,1000+ AED,Equipment rental coordination would help small farms access tools without large upfront costs.,2026-06-03,DEMO,2026-06-27T10:48:39,synthetic_al_quaa_demo,5.0,daily,1000+ aed,4,1200,Farmers sometimes need equipment for short periods but cannot justify buying it.. farm equipment rental coordination. Equipment rental coordination would help small farms access tools without large upfront costs.
