response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,current_solution,satisfaction_level,would_pay,monthly_budget,urgency_level,frequency_of_problem,preferred_solution_type,opinion_text,date_collected,importance_key,satisfaction_key,would_pay_key,urgency_key,frequency_key,budget_key,importance_score,satisfaction_score,would_pay_score,urgency_score,frequency_score,budget_midpoint_aed,pain_score,analysis_text
R000060,18-24,Male,Masfout,Employee,paper_form,Limited tourism information,Local experience booking,Tourism,Medium,Ask locals,Dissatisfied,Maybe,51-100 AED,Soon,Weekly,WhatsApp,Tourists come on weekends but do not know where to go.,2026-05-23,medium,dissatisfied,maybe,soon,weekly,51-100 aed,3,2,0.5,3,3,75,4,Limited tourism information. Local experience booking. Ask locals. Tourists come on weekends but do not know where to go.
R000066,55+,Prefer Not To Say,Khor Fakkan Outskirts,Driver,shop_owner_note,No easy booking for local experiences,Local experience booking,Tourism,Low,Search online,Very dissatisfied,Yes,0 AED,Soon,Daily,Website,A simple guide for tourists would help small local businesses.,2026-04-21,low,very dissatisfied,yes,soon,daily,0 aed,1,1,1.0,3,4,0,5,No easy booking for local experiences. Local experience booking. Search online. A simple guide for tourists would help small local businesses.
R000067,55+,Prefer Not To Say,Al Ain Outskirts,Student,voice_note,Local guides are not visible,Local experience booking,Tourism,Medium,Ask locals,Dissatisfied,Yes,31-50 AED,Very urgent,Daily,Website,Tourists come on weekends but do not know where to go.,2026-06-24,medium,dissatisfied,yes,very urgent,daily,31-50 aed,3,2,1.0,5,4,40,4,Local guides are not visible. Local experience booking. Ask locals. Tourists come on weekends but do not know where to go.
R000068,55+,Female,Kalba,Tourism Worker,voice_note,Limited tourism information,Local experience booking,Tourism,Medium,Ask locals,Dissatisfied,Maybe,100+ AED,Very urgent,Rarely,In-person service,Tourists come on weekends but do not know where to go.,2026-04-11,medium,dissatisfied,maybe,very urgent,rarely,100+ aed,3,2,0.5,5,1,120,4,Limited tourism information. Local experience booking. Ask locals. Tourists come on weekends but do not know where to go.
R000071,18-24,Prefer Not To Say,Al Madam,Teacher,paper_form,Limited tourism information,Rural tourism guide,Tourism,Low,Use Instagram,Dissatisfied,No,0 AED,Not urgent,Daily,Delivery service,Local families could offer farm visits or cultural experiences.,2026-04-06,low,dissatisfied,no,not urgent,daily,0 aed,1,2,0.0,1,4,0,4,Limited tourism information. Rural tourism guide. Use Instagram. Local families could offer farm visits or cultural experiences.
R000073,18-24,Male,Ghayathi,Shop Owner,interview,Limited tourism information,Weekend tourism platform,Tourism,High,No organized option,Neutral,Yes,51-100 AED,Very urgent,Daily,Community center,Local families could offer farm visits or cultural experiences.,2026-04-08,high,neutral,yes,very urgent,daily,51-100 aed,5,3,1.0,5,4,75,3,Limited tourism information. Weekend tourism platform. No organized option. Local families could offer farm visits or cultural experiences.
R000082,55+,Female,Ras Al Khaimah Rural Area,Teacher,paper_form,Local guides are not visible,Local experience booking,Tourism,Medium,No organized option,Neutral,Maybe,31-50 AED,Soon,Weekly,Community center,A simple guide for tourists would help small local businesses.,2026-05-10,medium,neutral,maybe,soon,weekly,31-50 aed,3,3,0.5,3,3,40,3,Local guides are not visible. Local experience booking. No organized option. A simple guide for tourists would help small local businesses.
R000086,18-24,Male,Masfout,Driver,shop_owner_note,No easy booking for local experiences,Weekend tourism platform,Tourism,High,No organized option,Very dissatisfied,Maybe,31-50 AED,Soon,Monthly,Phone call,Local families could offer farm visits or cultural experiences.,2026-05-07,high,very dissatisfied,maybe,soon,monthly,31-50 aed,5,1,0.5,3,2,40,5,No easy booking for local experiences. Weekend tourism platform. No organized option. Local families could offer farm visits or cultural experiences.
R000092,35-44,Female,Dibba,Small Business Owner,shop_owner_note,No easy booking for local experiences,Farm visit booking,Tourism,Low,Search online,Neutral,Maybe,0 AED,Very urgent,Weekly,Delivery service,A simple guide for tourists would help small local businesses.,2026-05-03,low,neutral,maybe,very urgent,weekly,0 aed,1,3,0.5,5,3,0,3,No easy booking for local experiences. Farm visit booking. Search online. A simple guide for tourists would help small local businesses.
R000093,18-24,Male,Kalba,Shop Owner,voice_note,Tourists do not know local activities,Local experience booking,Tourism,High,Use Instagram,Neutral,Yes,0 AED,Very urgent,Weekly,Delivery service,A simple guide for tourists would help small local businesses.,2026-05-25,high,neutral,yes,very urgent,weekly,0 aed,5,3,1.0,5,3,0,3,Tourists do not know local activities. Local experience booking. Use Instagram. A simple guide for tourists would help small local businesses.
R000103,35-44,Male,Kalba,Employee,voice_note,Tourists do not know local activities,Farm visit booking,Tourism,High,Use Instagram,Neutral,No,0 AED,Very urgent,Monthly,Website,A simple guide for tourists would help small local businesses.,2026-04-06,high,neutral,no,very urgent,monthly,0 aed,5,3,0.0,5,2,0,3,Tourists do not know local activities. Farm visit booking. Use Instagram. A simple guide for tourists would help small local businesses.
R000114,18-24,Male,Ras Al Khaimah Rural Area,Farmer,interview,Local guides are not visible,Farm visit booking,Tourism,High,Use Instagram,Neutral,Maybe,31-50 AED,Very urgent,Weekly,WhatsApp,Local families could offer farm visits or cultural experiences.,2026-04-09,high,neutral,maybe,very urgent,weekly,31-50 aed,5,3,0.5,5,3,40,3,Local guides are not visible. Farm visit booking. Use Instagram. Local families could offer farm visits or cultural experiences.
R000123,35-44,Female,Al Ain Outskirts,Retired,voice_note,Local guides are not visible,Farm visit booking,Tourism,High,No organized option,Very satisfied,Yes,31-50 AED,Not urgent,Daily,Community center,A simple guide for tourists would help small local businesses.,2026-06-01,high,very satisfied,yes,not urgent,daily,31-50 aed,5,5,1.0,1,4,40,1,Local guides are not visible. Farm visit booking. No organized option. A simple guide for tourists would help small local businesses.
R000129,45-54,Prefer Not To Say,Dibba,Retired,qr_survey,Tourists do not know local activities,Local experience booking,Tourism,Medium,No organized option,Very dissatisfied,Maybe,10-30 AED,Soon,Daily,WhatsApp,"Visitors ask about local food, farms, and activities.",2026-06-01,medium,very dissatisfied,maybe,soon,daily,10-30 aed,3,1,0.5,3,4,20,5,"Tourists do not know local activities. Local experience booking. No organized option. Visitors ask about local food, farms, and activities."
R000133,18-24,Female,Ras Al Khaimah Rural Area,Teacher,paper_form,Tourists do not know local activities,Weekend tourism platform,Tourism,Medium,Use Instagram,Neutral,No,0 AED,Very urgent,Monthly,Community center,Tourists come on weekends but do not know where to go.,2026-05-03,medium,neutral,no,very urgent,monthly,0 aed,3,3,0.0,5,2,0,3,Tourists do not know local activities. Weekend tourism platform. Use Instagram. Tourists come on weekends but do not know where to go.
R000151,45-54,Prefer Not To Say,Liwa,Shop Owner,paper_form,No easy booking for local experiences,Rural tourism guide,Tourism,Low,Use Instagram,Satisfied,Yes,10-30 AED,Soon,Monthly,Community center,A simple guide for tourists would help small local businesses.,2026-04-19,low,satisfied,yes,soon,monthly,10-30 aed,1,4,1.0,3,2,20,2,No easy booking for local experiences. Rural tourism guide. Use Instagram. A simple guide for tourists would help small local businesses.
R000159,35-44,Prefer Not To Say,Hatta,Driver,qr_survey,Limited tourism information,Rural tourism guide,Tourism,Low,Ask locals,Dissatisfied,Yes,10-30 AED,Very urgent,Daily,Phone call,Tourists come on weekends but do not know where to go.,2026-04-06,low,dissatisfied,yes,very urgent,daily,10-30 aed,1,2,1.0,5,4,20,4,Limited tourism information. Rural tourism guide. Ask locals. Tourists come on weekends but do not know where to go.
R000164,25-34,Prefer Not To Say,Dibba,Small Business Owner,paper_form,Tourists do not know local activities,Farm visit booking,Tourism,High,Ask locals,Neutral,Yes,10-30 AED,Very urgent,Rarely,WhatsApp,"Visitors ask about local food, farms, and activities.",2026-04-10,high,neutral,yes,very urgent,rarely,10-30 aed,5,3,1.0,5,1,20,3,"Tourists do not know local activities. Farm visit booking. Ask locals. Visitors ask about local food, farms, and activities."
R000169,35-44,Prefer Not To Say,Khor Fakkan Outskirts,Homemaker,voice_note,No easy booking for local experiences,Farm visit booking,Tourism,Medium,Ask locals,Very dissatisfied,Yes,10-30 AED,Soon,Daily,WhatsApp,"Visitors ask about local food, farms, and activities.",2026-06-15,medium,very dissatisfied,yes,soon,daily,10-30 aed,3,1,1.0,3,4,20,5,"No easy booking for local experiences. Farm visit booking. Ask locals. Visitors ask about local food, farms, and activities."
R000175,18-24,Female,Al Ain Outskirts,Driver,shop_owner_note,Limited tourism information,Local experience booking,Tourism,Low,Ask locals,Satisfied,No,0 AED,Very urgent,Monthly,Website,Local families could offer farm visits or cultural experiences.,2026-05-18,low,satisfied,no,very urgent,monthly,0 aed,1,4,0.0,5,2,0,2,Limited tourism information. Local experience booking. Ask locals. Local families could offer farm visits or cultural experiences.
R000178,25-34,Female,Khor Fakkan Outskirts,Unemployed,interview,Limited tourism information,Local experience booking,Tourism,High,Ask locals,Neutral,Yes,10-30 AED,Very urgent,Monthly,Mobile app,Local families could offer farm visits or cultural experiences.,2026-04-12,high,neutral,yes,very urgent,monthly,10-30 aed,5,3,1.0,5,2,20,3,Limited tourism information. Local experience booking. Ask locals. Local families could offer farm visits or cultural experiences.
R000181,45-54,Male,Ghayathi,Farmer,shop_owner_note,Tourists do not know local activities,Weekend tourism platform,Tourism,High,Search online,Neutral,Yes,51-100 AED,Not urgent,Rarely,Phone call,A simple guide for tourists would help small local businesses.,2026-05-08,high,neutral,yes,not urgent,rarely,51-100 aed,5,3,1.0,1,1,75,3,Tourists do not know local activities. Weekend tourism platform. Search online. A simple guide for tourists would help small local businesses.
R000183,25-34,Prefer Not To Say,Liwa,Homemaker,qr_survey,Limited tourism information,Local experience booking,Tourism,High,Use Instagram,Neutral,Maybe,51-100 AED,Not urgent,Daily,Mobile app,Local families could offer farm visits or cultural experiences.,2026-06-24,high,neutral,maybe,not urgent,daily,51-100 aed,5,3,0.5,1,4,75,3,Limited tourism information. Local experience booking. Use Instagram. Local families could offer farm visits or cultural experiences.
R000185,35-44,Female,Khor Fakkan Outskirts,Student,paper_form,No easy booking for local experiences,Farm visit booking,Tourism,High,Ask locals,Dissatisfied,Maybe,51-100 AED,Very urgent,Daily,Community center,Tourists come on weekends but do not know where to go.,2026-04-30,high,dissatisfied,maybe,very urgent,daily,51-100 aed,5,2,0.5,5,4,75,4,No easy booking for local experiences. Farm visit booking. Ask locals. Tourists come on weekends but do not know where to go.
R000186,35-44,Prefer Not To Say,Khor Fakkan Outskirts,Driver,paper_form,Limited tourism information,Farm visit booking,Tourism,Low,Ask locals,Dissatisfied,Yes,51-100 AED,Very urgent,Daily,Phone call,A simple guide for tourists would help small local businesses.,2026-04-07,low,dissatisfied,yes,very urgent,daily,51-100 aed,1,2,1.0,5,4,75,4,Limited tourism information. Farm visit booking. Ask locals. A simple guide for tourists would help small local businesses.
R000191,45-54,Male,Liwa,Driver,interview,No easy booking for local experiences,Weekend tourism platform,Tourism,Low,No organized option,Very dissatisfied,Yes,31-50 AED,Not urgent,Rarely,In-person service,Local families could offer farm visits or cultural experiences.,2026-05-02,low,very dissatisfied,yes,not urgent,rarely,31-50 aed,1,1,1.0,1,1,40,5,No easy booking for local experiences. Weekend tourism platform. No organized option. Local families could offer farm visits or cultural experiences.
R000210,55+,Male,Kalba,Farmer,paper_form,Limited tourism information,Weekend tourism platform,Tourism,Low,Ask locals,Very dissatisfied,No,0 AED,Very urgent,Daily,In-person service,"Visitors ask about local food, farms, and activities.",2026-04-04,low,very dissatisfied,no,very urgent,daily,0 aed,1,1,0.0,5,4,0,5,"Limited tourism information. Weekend tourism platform. Ask locals. Visitors ask about local food, farms, and activities."
R000221,35-44,Prefer Not To Say,Dibba,Retired,shop_owner_note,No easy booking for local experiences,Local experience booking,Tourism,High,Use Instagram,Very dissatisfied,Maybe,10-30 AED,Very urgent,Rarely,Mobile app,A simple guide for tourists would help small local businesses.,2026-06-16,high,very dissatisfied,maybe,very urgent,rarely,10-30 aed,5,1,0.5,5,1,20,5,No easy booking for local experiences. Local experience booking. Use Instagram. A simple guide for tourists would help small local businesses.
R000223,55+,Male,Al Ain Outskirts,Student,interview,Tourists do not know local activities,Local experience booking,Tourism,High,Ask locals,Dissatisfied,No,0 AED,Soon,Weekly,Mobile app,A simple guide for tourists would help small local businesses.,2026-06-05,high,dissatisfied,no,soon,weekly,0 aed,5,2,0.0,3,3,0,4,Tourists do not know local activities. Local experience booking. Ask locals. A simple guide for tourists would help small local businesses.
R000246,55+,Female,Masfout,Farmer,interview,Limited tourism information,Local experience booking,Tourism,High,Ask locals,Dissatisfied,Maybe,31-50 AED,Soon,Weekly,Delivery service,"Visitors ask about local food, farms, and activities.",2026-04-12,high,dissatisfied,maybe,soon,weekly,31-50 aed,5,2,0.5,3,3,40,4,"Limited tourism information. Local experience booking. Ask locals. Visitors ask about local food, farms, and activities."
R000254,45-54,Prefer Not To Say,Khor Fakkan Outskirts,Driver,voice_note,Local guides are not visible,Local experience booking,Tourism,Medium,Ask locals,Satisfied,Yes,31-50 AED,Soon,Weekly,Delivery service,Local families could offer farm visits or cultural experiences.,2026-05-10,medium,satisfied,yes,soon,weekly,31-50 aed,3,4,1.0,3,3,40,2,Local guides are not visible. Local experience booking. Ask locals. Local families could offer farm visits or cultural experiences.
R000256,55+,Female,Liwa,Small Business Owner,paper_form,Tourists do not know local activities,Farm visit booking,Tourism,Medium,No organized option,Neutral,Yes,51-100 AED,Not urgent,Monthly,WhatsApp,Local families could offer farm visits or cultural experiences.,2026-06-17,medium,neutral,yes,not urgent,monthly,51-100 aed,3,3,1.0,1,2,75,3,Tourists do not know local activities. Farm visit booking. No organized option. Local families could offer farm visits or cultural experiences.
R000258,35-44,Female,Ghayathi,Driver,shop_owner_note,No easy booking for local experiences,Weekend tourism platform,Tourism,High,Use Instagram,Dissatisfied,Yes,10-30 AED,Very urgent,Monthly,Community center,Tourists come on weekends but do not know where to go.,2026-05-23,high,dissatisfied,yes,very urgent,monthly,10-30 aed,5,2,1.0,5,2,20,4,No easy booking for local experiences. Weekend tourism platform. Use Instagram. Tourists come on weekends but do not know where to go.
R000259,45-54,Male,Kalba,Driver,qr_survey,Local guides are not visible,Rural tourism guide,Tourism,Medium,No organized option,Satisfied,Yes,31-50 AED,Soon,Daily,WhatsApp,Local families could offer farm visits or cultural experiences.,2026-04-27,medium,satisfied,yes,soon,daily,31-50 aed,3,4,1.0,3,4,40,2,Local guides are not visible. Rural tourism guide. No organized option. Local families could offer farm visits or cultural experiences.
R000263,18-24,Male,Kalba,Homemaker,shop_owner_note,Tourists do not know local activities,Weekend tourism platform,Tourism,High,Use Instagram,Neutral,No,0 AED,Not urgent,Monthly,Mobile app,Local families could offer farm visits or cultural experiences.,2026-05-13,high,neutral,no,not urgent,monthly,0 aed,5,3,0.0,1,2,0,3,Tourists do not know local activities. Weekend tourism platform. Use Instagram. Local families could offer farm visits or cultural experiences.
R000269,45-54,Female,Ghayathi,Employee,paper_form,Local guides are not visible,Rural tourism guide,Tourism,Medium,Search online,Satisfied,Yes,10-30 AED,Very urgent,Daily,Website,Tourists come on weekends but do not know where to go.,2026-06-15,medium,satisfied,yes,very urgent,daily,10-30 aed,3,4,1.0,5,4,20,2,Local guides are not visible. Rural tourism guide. Search online. Tourists come on weekends but do not know where to go.
R000270,18-24,Prefer Not To Say,Khor Fakkan Outskirts,Student,paper_form,No easy booking for local experiences,Local experience booking,Tourism,Medium,Search online,Neutral,Maybe,10-30 AED,Very urgent,Monthly,Delivery service,Tourists come on weekends but do not know where to go.,2026-06-17,medium,neutral,maybe,very urgent,monthly,10-30 aed,3,3,0.5,5,2,20,3,No easy booking for local experiences. Local experience booking. Search online. Tourists come on weekends but do not know where to go.
R000283,25-34,Male,Ras Al Khaimah Rural Area,Unemployed,paper_form,Tourists do not know local activities,Local experience booking,Tourism,High,Ask locals,Neutral,Maybe,31-50 AED,Very urgent,Weekly,Website,Tourists come on weekends but do not know where to go.,2026-05-14,high,neutral,maybe,very urgent,weekly,31-50 aed,5,3,0.5,5,3,40,3,Tourists do not know local activities. Local experience booking. Ask locals. Tourists come on weekends but do not know where to go.
R000284,25-34,Prefer Not To Say,Ghayathi,Tourism Worker,interview,No easy booking for local experiences,Farm visit booking,Tourism,High,No organized option,Neutral,Yes,51-100 AED,Very urgent,Rarely,Mobile app,Local families could offer farm visits or cultural experiences.,2026-05-28,high,neutral,yes,very urgent,rarely,51-100 aed,5,3,1.0,5,1,75,3,No easy booking for local experiences. Farm visit booking. No organized option. Local families could offer farm visits or cultural experiences.
R000285,45-54,Prefer Not To Say,Al Madam,Driver,interview,No easy booking for local experiences,Weekend tourism platform,Tourism,Medium,Search online,Dissatisfied,No,0 AED,Not urgent,Rarely,WhatsApp,A simple guide for tourists would help small local businesses.,2026-06-19,medium,dissatisfied,no,not urgent,rarely,0 aed,3,2,0.0,1,1,0,4,No easy booking for local experiences. Weekend tourism platform. Search online. A simple guide for tourists would help small local businesses.
R000288,55+,Female,Liwa,Tourism Worker,shop_owner_note,Limited tourism information,Weekend tourism platform,Tourism,Medium,No organized option,Very dissatisfied,Maybe,51-100 AED,Soon,Monthly,In-person service,A simple guide for tourists would help small local businesses.,2026-04-20,medium,very dissatisfied,maybe,soon,monthly,51-100 aed,3,1,0.5,3,2,75,5,Limited tourism information. Weekend tourism platform. No organized option. A simple guide for tourists would help small local businesses.
R000292,18-24,Prefer Not To Say,Dibba,Driver,paper_form,No easy booking for local experiences,Rural tourism guide,Tourism,Low,Search online,Neutral,Yes,31-50 AED,Soon,Daily,Community center,A simple guide for tourists would help small local businesses.,2026-06-14,low,neutral,yes,soon,daily,31-50 aed,1,3,1.0,3,4,40,3,No easy booking for local experiences. Rural tourism guide. Search online. A simple guide for tourists would help small local businesses.
R000294,25-34,Prefer Not To Say,Al Ain Outskirts,Employee,voice_note,Tourists do not know local activities,Local experience booking,Tourism,High,No organized option,Very satisfied,Yes,51-100 AED,Very urgent,Weekly,WhatsApp,A simple guide for tourists would help small local businesses.,2026-03-28,high,very satisfied,yes,very urgent,weekly,51-100 aed,5,5,1.0,5,3,75,1,Tourists do not know local activities. Local experience booking. No organized option. A simple guide for tourists would help small local businesses.
R000296,45-54,Female,Hatta,Unemployed,paper_form,Local guides are not visible,Rural tourism guide,Tourism,High,No organized option,Very dissatisfied,Yes,10-30 AED,Very urgent,Daily,Delivery service,A simple guide for tourists would help small local businesses.,2026-05-06,high,very dissatisfied,yes,very urgent,daily,10-30 aed,5,1,1.0,5,4,20,5,Local guides are not visible. Rural tourism guide. No organized option. A simple guide for tourists would help small local businesses.
R000299,18-24,Female,Masfout,Shop Owner,shop_owner_note,Tourists do not know local activities,Rural tourism guide,Tourism,Medium,Search online,Very dissatisfied,Yes,10-30 AED,Very urgent,Monthly,Mobile app,A simple guide for tourists would help small local businesses.,2026-06-16,medium,very dissatisfied,yes,very urgent,monthly,10-30 aed,3,1,1.0,5,2,20,5,Tourists do not know local activities. Rural tourism guide. Search online. A simple guide for tourists would help small local businesses.
R000317,25-34,Prefer Not To Say,Al Ain Outskirts,Small Business Owner,interview,Tourists do not know local activities,Local experience booking,Tourism,Medium,No organized option,Satisfied,Yes,10-30 AED,Very urgent,Weekly,Community center,"Visitors ask about local food, farms, and activities.",2026-05-08,medium,satisfied,yes,very urgent,weekly,10-30 aed,3,4,1.0,5,3,20,2,"Tourists do not know local activities. Local experience booking. No organized option. Visitors ask about local food, farms, and activities."
R000329,18-24,Male,Dibba,Employee,interview,Local guides are not visible,Local experience booking,Tourism,High,No organized option,Very dissatisfied,Maybe,31-50 AED,Soon,Weekly,Community center,A simple guide for tourists would help small local businesses.,2026-05-28,high,very dissatisfied,maybe,soon,weekly,31-50 aed,5,1,0.5,3,3,40,5,Local guides are not visible. Local experience booking. No organized option. A simple guide for tourists would help small local businesses.
R000336,45-54,Male,Khor Fakkan Outskirts,Unemployed,qr_survey,Limited tourism information,Rural tourism guide,Tourism,High,Ask locals,Dissatisfied,Yes,10-30 AED,Soon,Weekly,Community center,"Visitors ask about local food, farms, and activities.",2026-04-04,high,dissatisfied,yes,soon,weekly,10-30 aed,5,2,1.0,3,3,20,4,"Limited tourism information. Rural tourism guide. Ask locals. Visitors ask about local food, farms, and activities."
R000364,18-24,Prefer Not To Say,Masfout,Shop Owner,paper_form,No easy booking for local experiences,Local experience booking,Tourism,High,Search online,Satisfied,Yes,10-30 AED,Soon,Monthly,WhatsApp,Tourists come on weekends but do not know where to go.,2026-04-10,high,satisfied,yes,soon,monthly,10-30 aed,5,4,1.0,3,2,20,2,No easy booking for local experiences. Local experience booking. Search online. Tourists come on weekends but do not know where to go.
R000372,18-24,Male,Khor Fakkan Outskirts,Farmer,interview,No easy booking for local experiences,Local experience booking,Tourism,Medium,Ask locals,Dissatisfied,Yes,10-30 AED,Not urgent,Weekly,Community center,Tourists come on weekends but do not know where to go.,2026-04-25,medium,dissatisfied,yes,not urgent,weekly,10-30 aed,3,2,1.0,1,3,20,4,No easy booking for local experiences. Local experience booking. Ask locals. Tourists come on weekends but do not know where to go.
R000374,55+,Prefer Not To Say,Al Madam,Employee,paper_form,No easy booking for local experiences,Farm visit booking,Tourism,High,No organized option,Satisfied,Yes,51-100 AED,Soon,Monthly,Community center,A simple guide for tourists would help small local businesses.,2026-04-02,high,satisfied,yes,soon,monthly,51-100 aed,5,4,1.0,3,2,75,2,No easy booking for local experiences. Farm visit booking. No organized option. A simple guide for tourists would help small local businesses.
R000382,35-44,Prefer Not To Say,Kalba,Driver,shop_owner_note,Local guides are not visible,Weekend tourism platform,Tourism,High,No organized option,Very dissatisfied,Yes,10-30 AED,Not urgent,Monthly,Mobile app,Tourists come on weekends but do not know where to go.,2026-04-10,high,very dissatisfied,yes,not urgent,monthly,10-30 aed,5,1,1.0,1,2,20,5,Local guides are not visible. Weekend tourism platform. No organized option. Tourists come on weekends but do not know where to go.
R000390,35-44,Prefer Not To Say,Khor Fakkan Outskirts,Small Business Owner,interview,Tourists do not know local activities,Farm visit booking,Tourism,High,Use Instagram,Satisfied,Yes,31-50 AED,Very urgent,Weekly,In-person service,A simple guide for tourists would help small local businesses.,2026-04-15,high,satisfied,yes,very urgent,weekly,31-50 aed,5,4,1.0,5,3,40,2,Tourists do not know local activities. Farm visit booking. Use Instagram. A simple guide for tourists would help small local businesses.
R000393,55+,Prefer Not To Say,Al Ain Outskirts,Farmer,interview,No easy booking for local experiences,Farm visit booking,Tourism,High,Ask locals,Neutral,No,0 AED,Not urgent,Monthly,Community center,"Visitors ask about local food, farms, and activities.",2026-05-07,high,neutral,no,not urgent,monthly,0 aed,5,3,0.0,1,2,0,3,"No easy booking for local experiences. Farm visit booking. Ask locals. Visitors ask about local food, farms, and activities."
R000398,55+,Female,Khor Fakkan Outskirts,Employee,voice_note,Local guides are not visible,Farm visit booking,Tourism,High,Search online,Dissatisfied,Maybe,10-30 AED,Soon,Daily,Community center,"Visitors ask about local food, farms, and activities.",2026-04-06,high,dissatisfied,maybe,soon,daily,10-30 aed,5,2,0.5,3,4,20,4,"Local guides are not visible. Farm visit booking. Search online. Visitors ask about local food, farms, and activities."
