response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,current_solution,satisfaction_level,would_pay,monthly_budget,urgency_level,frequency_of_problem,preferred_solution_type,opinion_text,date_collected,importance_key,satisfaction_key,would_pay_key,urgency_key,frequency_key,budget_key,importance_score,satisfaction_score,would_pay_score,urgency_score,frequency_score,budget_midpoint_aed,pain_score,analysis_text
R000053,45-54,Female,Kalba,Farmer,interview,Students need exam preparation,English and math tutoring,Education,Medium,Ask relatives,Satisfied,Maybe,51-100 AED,Not urgent,Rarely,Community center,A small learning center would help students after school.,2026-05-19,medium,satisfied,maybe,not urgent,rarely,51-100 aed,3,4,0.5,1,1,75,2,Students need exam preparation. English and math tutoring. Ask relatives. A small learning center would help students after school.
R000057,18-24,Prefer Not To Say,Liwa,Small Business Owner,qr_survey,No nearby tutoring center,After-school learning support,Education,High,Private tutor,Very satisfied,Maybe,10-30 AED,Not urgent,Weekly,Community center,"Many students need affordable tutoring nearby, especially for math and English.",2026-05-05,high,very satisfied,maybe,not urgent,weekly,10-30 aed,5,5,0.5,1,3,20,1,"No nearby tutoring center. After-school learning support. Private tutor. Many students need affordable tutoring nearby, especially for math and English."
R000072,35-44,Prefer Not To Say,Hatta,Shop Owner,shop_owner_note,No nearby tutoring center,After-school learning support,Education,High,Ask relatives,Satisfied,No,0 AED,Very urgent,Rarely,Community center,Online videos are not enough for some students.,2026-04-30,high,satisfied,no,very urgent,rarely,0 aed,5,4,0.0,5,1,0,2,No nearby tutoring center. After-school learning support. Ask relatives. Online videos are not enough for some students.
R000074,45-54,Male,Dibba,Teacher,voice_note,Students need exam preparation,After-school learning support,Education,Medium,Private tutor,Very dissatisfied,Yes,31-50 AED,Not urgent,Weekly,Community center,A small learning center would help students after school.,2026-06-03,medium,very dissatisfied,yes,not urgent,weekly,31-50 aed,3,1,1.0,1,3,40,5,Students need exam preparation. After-school learning support. Private tutor. A small learning center would help students after school.
R000081,25-34,Male,Liwa,Student,qr_survey,Limited after-school support,Student tutoring,Education,Medium,Online videos,Dissatisfied,Yes,31-50 AED,Very urgent,Daily,Phone call,A small learning center would help students after school.,2026-06-18,medium,dissatisfied,yes,very urgent,daily,31-50 aed,3,2,1.0,5,4,40,4,Limited after-school support. Student tutoring. Online videos. A small learning center would help students after school.
R000085,25-34,Prefer Not To Say,Ras Al Khaimah Rural Area,Student,shop_owner_note,Lack of affordable learning support,Exam preparation center,Education,High,Private tutor,Dissatisfied,No,0 AED,Very urgent,Weekly,In-person service,"Many students need affordable tutoring nearby, especially for math and English.",2026-05-20,high,dissatisfied,no,very urgent,weekly,0 aed,5,2,0.0,5,3,0,4,"Lack of affordable learning support. Exam preparation center. Private tutor. Many students need affordable tutoring nearby, especially for math and English."
R000091,18-24,Male,Hatta,Small Business Owner,voice_note,Limited after-school support,Student tutoring,Education,High,Travel to city,Neutral,Maybe,10-30 AED,Very urgent,Rarely,Mobile app,A small learning center would help students after school.,2026-06-02,high,neutral,maybe,very urgent,rarely,10-30 aed,5,3,0.5,5,1,20,3,Limited after-school support. Student tutoring. Travel to city. A small learning center would help students after school.
R000108,18-24,Female,Ras Al Khaimah Rural Area,Driver,interview,Lack of affordable learning support,Student tutoring,Education,Medium,Travel to city,Dissatisfied,No,0 AED,Not urgent,Daily,Phone call,Parents travel far to find good tutoring centers.,2026-04-03,medium,dissatisfied,no,not urgent,daily,0 aed,3,2,0.0,1,4,0,4,Lack of affordable learning support. Student tutoring. Travel to city. Parents travel far to find good tutoring centers.
R000112,55+,Prefer Not To Say,Ghayathi,Tourism Worker,qr_survey,Lack of affordable learning support,Student tutoring,Education,High,Private tutor,Neutral,Yes,51-100 AED,Very urgent,Monthly,Community center,Parents travel far to find good tutoring centers.,2026-05-19,high,neutral,yes,very urgent,monthly,51-100 aed,5,3,1.0,5,2,75,3,Lack of affordable learning support. Student tutoring. Private tutor. Parents travel far to find good tutoring centers.
R000120,18-24,Female,Al Madam,Driver,paper_form,Lack of affordable learning support,After-school learning support,Education,High,Online videos,Satisfied,Yes,0 AED,Soon,Daily,Mobile app,"Many students need affordable tutoring nearby, especially for math and English.",2026-05-21,high,satisfied,yes,soon,daily,0 aed,5,4,1.0,3,4,0,2,"Lack of affordable learning support. After-school learning support. Online videos. Many students need affordable tutoring nearby, especially for math and English."
R000127,18-24,Male,Kalba,Unemployed,qr_survey,Lack of affordable learning support,English and math tutoring,Education,High,Private tutor,Dissatisfied,Yes,31-50 AED,Very urgent,Rarely,Delivery service,"Many students need affordable tutoring nearby, especially for math and English.",2026-04-29,high,dissatisfied,yes,very urgent,rarely,31-50 aed,5,2,1.0,5,1,40,4,"Lack of affordable learning support. English and math tutoring. Private tutor. Many students need affordable tutoring nearby, especially for math and English."
R000128,55+,Male,Khor Fakkan Outskirts,Student,qr_survey,Students need exam preparation,Student tutoring,Education,Medium,Travel to city,Neutral,Yes,31-50 AED,Very urgent,Weekly,Website,Online videos are not enough for some students.,2026-06-11,medium,neutral,yes,very urgent,weekly,31-50 aed,3,3,1.0,5,3,40,3,Students need exam preparation. Student tutoring. Travel to city. Online videos are not enough for some students.
R000130,25-34,Female,Al Madam,Unemployed,paper_form,Limited after-school support,Student tutoring,Education,High,Ask relatives,Dissatisfied,Yes,10-30 AED,Soon,Daily,Website,Online videos are not enough for some students.,2026-05-13,high,dissatisfied,yes,soon,daily,10-30 aed,5,2,1.0,3,4,20,4,Limited after-school support. Student tutoring. Ask relatives. Online videos are not enough for some students.
R000138,45-54,Male,Kalba,Unemployed,shop_owner_note,Lack of affordable learning support,After-school learning support,Education,Medium,Ask relatives,Dissatisfied,Yes,10-30 AED,Soon,Daily,Website,A small learning center would help students after school.,2026-04-07,medium,dissatisfied,yes,soon,daily,10-30 aed,3,2,1.0,3,4,20,4,Lack of affordable learning support. After-school learning support. Ask relatives. A small learning center would help students after school.
R000147,35-44,Prefer Not To Say,Liwa,Employee,shop_owner_note,Lack of affordable learning support,English and math tutoring,Education,Medium,Travel to city,Very dissatisfied,Yes,51-100 AED,Not urgent,Weekly,Phone call,Parents travel far to find good tutoring centers.,2026-04-26,medium,very dissatisfied,yes,not urgent,weekly,51-100 aed,3,1,1.0,1,3,75,5,Lack of affordable learning support. English and math tutoring. Travel to city. Parents travel far to find good tutoring centers.
R000154,35-44,Female,Hatta,Teacher,qr_survey,Students need exam preparation,Exam preparation center,Education,High,Online videos,Satisfied,Maybe,10-30 AED,Soon,Weekly,WhatsApp,Parents travel far to find good tutoring centers.,2026-04-09,high,satisfied,maybe,soon,weekly,10-30 aed,5,4,0.5,3,3,20,2,Students need exam preparation. Exam preparation center. Online videos. Parents travel far to find good tutoring centers.
R000160,35-44,Male,Masfout,Farmer,qr_survey,Lack of affordable learning support,Exam preparation center,Education,Medium,Travel to city,Dissatisfied,Yes,100+ AED,Very urgent,Monthly,WhatsApp,"Many students need affordable tutoring nearby, especially for math and English.",2026-04-28,medium,dissatisfied,yes,very urgent,monthly,100+ aed,3,2,1.0,5,2,120,4,"Lack of affordable learning support. Exam preparation center. Travel to city. Many students need affordable tutoring nearby, especially for math and English."
R000167,35-44,Female,Al Ain Outskirts,Driver,paper_form,No nearby tutoring center,English and math tutoring,Education,Medium,Online videos,Dissatisfied,Yes,31-50 AED,Very urgent,Weekly,Delivery service,Online videos are not enough for some students.,2026-06-26,medium,dissatisfied,yes,very urgent,weekly,31-50 aed,3,2,1.0,5,3,40,4,No nearby tutoring center. English and math tutoring. Online videos. Online videos are not enough for some students.
R000173,45-54,Male,Ras Al Khaimah Rural Area,Homemaker,shop_owner_note,Lack of affordable learning support,Student tutoring,Education,Low,Private tutor,Dissatisfied,Maybe,0 AED,Soon,Monthly,Website,Online videos are not enough for some students.,2026-05-06,low,dissatisfied,maybe,soon,monthly,0 aed,1,2,0.5,3,2,0,4,Lack of affordable learning support. Student tutoring. Private tutor. Online videos are not enough for some students.
R000194,55+,Female,Al Ain Outskirts,Student,interview,Limited after-school support,After-school learning support,Education,High,Travel to city,Dissatisfied,Yes,10-30 AED,Very urgent,Weekly,Mobile app,A small learning center would help students after school.,2026-04-28,high,dissatisfied,yes,very urgent,weekly,10-30 aed,5,2,1.0,5,3,20,4,Limited after-school support. After-school learning support. Travel to city. A small learning center would help students after school.
R000195,55+,Female,Masfout,Employee,paper_form,Lack of affordable learning support,After-school learning support,Education,High,Travel to city,Neutral,Maybe,10-30 AED,Very urgent,Monthly,Phone call,A small learning center would help students after school.,2026-05-19,high,neutral,maybe,very urgent,monthly,10-30 aed,5,3,0.5,5,2,20,3,Lack of affordable learning support. After-school learning support. Travel to city. A small learning center would help students after school.
R000197,45-54,Female,Al Madam,Unemployed,paper_form,Lack of affordable learning support,English and math tutoring,Education,High,Private tutor,Neutral,Maybe,31-50 AED,Very urgent,Weekly,Delivery service,"Many students need affordable tutoring nearby, especially for math and English.",2026-04-19,high,neutral,maybe,very urgent,weekly,31-50 aed,5,3,0.5,5,3,40,3,"Lack of affordable learning support. English and math tutoring. Private tutor. Many students need affordable tutoring nearby, especially for math and English."
R000200,35-44,Male,Hatta,Unemployed,qr_survey,Limited after-school support,Exam preparation center,Education,High,Online videos,Satisfied,Yes,51-100 AED,Very urgent,Weekly,Website,Parents travel far to find good tutoring centers.,2026-05-05,high,satisfied,yes,very urgent,weekly,51-100 aed,5,4,1.0,5,3,75,2,Limited after-school support. Exam preparation center. Online videos. Parents travel far to find good tutoring centers.
R000202,45-54,Male,Al Madam,Student,paper_form,Limited after-school support,Exam preparation center,Education,High,Travel to city,Dissatisfied,No,0 AED,Soon,Weekly,Website,Parents travel far to find good tutoring centers.,2026-03-31,high,dissatisfied,no,soon,weekly,0 aed,5,2,0.0,3,3,0,4,Limited after-school support. Exam preparation center. Travel to city. Parents travel far to find good tutoring centers.
R000207,55+,Prefer Not To Say,Dibba,Homemaker,paper_form,No nearby tutoring center,Exam preparation center,Education,High,Ask relatives,Dissatisfied,Maybe,31-50 AED,Not urgent,Rarely,WhatsApp,"Many students need affordable tutoring nearby, especially for math and English.",2026-05-16,high,dissatisfied,maybe,not urgent,rarely,31-50 aed,5,2,0.5,1,1,40,4,"No nearby tutoring center. Exam preparation center. Ask relatives. Many students need affordable tutoring nearby, especially for math and English."
R000208,35-44,Prefer Not To Say,Kalba,Employee,shop_owner_note,No nearby tutoring center,Exam preparation center,Education,Medium,Travel to city,Very satisfied,Maybe,10-30 AED,Soon,Monthly,Community center,A small learning center would help students after school.,2026-05-01,medium,very satisfied,maybe,soon,monthly,10-30 aed,3,5,0.5,3,2,20,1,No nearby tutoring center. Exam preparation center. Travel to city. A small learning center would help students after school.
R000209,55+,Prefer Not To Say,Hatta,Employee,paper_form,Lack of affordable learning support,Exam preparation center,Education,High,Online videos,Dissatisfied,Maybe,31-50 AED,Not urgent,Daily,Mobile app,Online videos are not enough for some students.,2026-06-26,high,dissatisfied,maybe,not urgent,daily,31-50 aed,5,2,0.5,1,4,40,4,Lack of affordable learning support. Exam preparation center. Online videos. Online videos are not enough for some students.
R000214,55+,Male,Masfout,Homemaker,voice_note,Lack of affordable learning support,After-school learning support,Education,High,Travel to city,Satisfied,Yes,10-30 AED,Very urgent,Daily,Community center,Online videos are not enough for some students.,2026-05-28,high,satisfied,yes,very urgent,daily,10-30 aed,5,4,1.0,5,4,20,2,Lack of affordable learning support. After-school learning support. Travel to city. Online videos are not enough for some students.
R000215,35-44,Male,Hatta,Homemaker,voice_note,Lack of affordable learning support,Student tutoring,Education,High,Online videos,Neutral,No,0 AED,Soon,Weekly,Delivery service,"Many students need affordable tutoring nearby, especially for math and English.",2026-04-04,high,neutral,no,soon,weekly,0 aed,5,3,0.0,3,3,0,3,"Lack of affordable learning support. Student tutoring. Online videos. Many students need affordable tutoring nearby, especially for math and English."
R000216,35-44,Female,Kalba,Shop Owner,qr_survey,No nearby tutoring center,English and math tutoring,Education,High,Online videos,Neutral,Yes,31-50 AED,Very urgent,Monthly,Mobile app,A small learning center would help students after school.,2026-04-15,high,neutral,yes,very urgent,monthly,31-50 aed,5,3,1.0,5,2,40,3,No nearby tutoring center. English and math tutoring. Online videos. A small learning center would help students after school.
R000217,45-54,Prefer Not To Say,Kalba,Unemployed,shop_owner_note,Students need exam preparation,Student tutoring,Education,Medium,Travel to city,Neutral,No,0 AED,Very urgent,Weekly,WhatsApp,Online videos are not enough for some students.,2026-05-19,medium,neutral,no,very urgent,weekly,0 aed,3,3,0.0,5,3,0,3,Students need exam preparation. Student tutoring. Travel to city. Online videos are not enough for some students.
R000226,25-34,Prefer Not To Say,Masfout,Driver,interview,Students need exam preparation,After-school learning support,Education,Medium,Private tutor,Very satisfied,Maybe,10-30 AED,Soon,Rarely,Delivery service,Parents travel far to find good tutoring centers.,2026-05-29,medium,very satisfied,maybe,soon,rarely,10-30 aed,3,5,0.5,3,1,20,1,Students need exam preparation. After-school learning support. Private tutor. Parents travel far to find good tutoring centers.
R000239,18-24,Prefer Not To Say,Kalba,Farmer,paper_form,Lack of affordable learning support,Student tutoring,Education,Medium,Private tutor,Dissatisfied,Yes,10-30 AED,Soon,Weekly,Website,"Many students need affordable tutoring nearby, especially for math and English.",2026-05-06,medium,dissatisfied,yes,soon,weekly,10-30 aed,3,2,1.0,3,3,20,4,"Lack of affordable learning support. Student tutoring. Private tutor. Many students need affordable tutoring nearby, especially for math and English."
R000250,25-34,Prefer Not To Say,Al Madam,Student,interview,No nearby tutoring center,After-school learning support,Education,Medium,Ask relatives,Satisfied,Yes,31-50 AED,Very urgent,Daily,In-person service,Online videos are not enough for some students.,2026-05-24,medium,satisfied,yes,very urgent,daily,31-50 aed,3,4,1.0,5,4,40,2,No nearby tutoring center. After-school learning support. Ask relatives. Online videos are not enough for some students.
R000257,25-34,Prefer Not To Say,Kalba,Small Business Owner,voice_note,Students need exam preparation,Student tutoring,Education,High,Private tutor,Neutral,No,0 AED,Soon,Daily,Delivery service,Online videos are not enough for some students.,2026-05-22,high,neutral,no,soon,daily,0 aed,5,3,0.0,3,4,0,3,Students need exam preparation. Student tutoring. Private tutor. Online videos are not enough for some students.
R000260,35-44,Prefer Not To Say,Liwa,Student,qr_survey,No nearby tutoring center,After-school learning support,Education,Medium,Private tutor,Neutral,No,0 AED,Very urgent,Monthly,Mobile app,"Many students need affordable tutoring nearby, especially for math and English.",2026-04-06,medium,neutral,no,very urgent,monthly,0 aed,3,3,0.0,5,2,0,3,"No nearby tutoring center. After-school learning support. Private tutor. Many students need affordable tutoring nearby, especially for math and English."
R000262,18-24,Female,Al Madam,Farmer,qr_survey,Students need exam preparation,Student tutoring,Education,High,Online videos,Satisfied,No,0 AED,Very urgent,Daily,WhatsApp,"Many students need affordable tutoring nearby, especially for math and English.",2026-05-07,high,satisfied,no,very urgent,daily,0 aed,5,4,0.0,5,4,0,2,"Students need exam preparation. Student tutoring. Online videos. Many students need affordable tutoring nearby, especially for math and English."
R000277,25-34,Female,Ghayathi,Employee,interview,Students need exam preparation,English and math tutoring,Education,Low,Private tutor,Dissatisfied,Maybe,51-100 AED,Very urgent,Weekly,Phone call,"Many students need affordable tutoring nearby, especially for math and English.",2026-06-08,low,dissatisfied,maybe,very urgent,weekly,51-100 aed,1,2,0.5,5,3,75,4,"Students need exam preparation. English and math tutoring. Private tutor. Many students need affordable tutoring nearby, especially for math and English."
R000279,35-44,Male,Ghayathi,Tourism Worker,qr_survey,Limited after-school support,English and math tutoring,Education,Medium,Private tutor,Neutral,Yes,0 AED,Soon,Daily,Website,Parents travel far to find good tutoring centers.,2026-06-04,medium,neutral,yes,soon,daily,0 aed,3,3,1.0,3,4,0,3,Limited after-school support. English and math tutoring. Private tutor. Parents travel far to find good tutoring centers.
R000306,45-54,Prefer Not To Say,Hatta,Tourism Worker,interview,Students need exam preparation,After-school learning support,Education,High,Ask relatives,Very satisfied,Yes,10-30 AED,Soon,Weekly,Mobile app,A small learning center would help students after school.,2026-05-05,high,very satisfied,yes,soon,weekly,10-30 aed,5,5,1.0,3,3,20,1,Students need exam preparation. After-school learning support. Ask relatives. A small learning center would help students after school.
R000319,35-44,Prefer Not To Say,Liwa,Unemployed,voice_note,No nearby tutoring center,Exam preparation center,Education,High,Private tutor,Very satisfied,Maybe,10-30 AED,Very urgent,Weekly,WhatsApp,A small learning center would help students after school.,2026-05-11,high,very satisfied,maybe,very urgent,weekly,10-30 aed,5,5,0.5,5,3,20,1,No nearby tutoring center. Exam preparation center. Private tutor. A small learning center would help students after school.
R000320,45-54,Prefer Not To Say,Al Madam,Shop Owner,qr_survey,Students need exam preparation,English and math tutoring,Education,Medium,Private tutor,Dissatisfied,No,0 AED,Soon,Weekly,Phone call,"Many students need affordable tutoring nearby, especially for math and English.",2026-05-18,medium,dissatisfied,no,soon,weekly,0 aed,3,2,0.0,3,3,0,4,"Students need exam preparation. English and math tutoring. Private tutor. Many students need affordable tutoring nearby, especially for math and English."
R000326,25-34,Female,Masfout,Teacher,qr_survey,Lack of affordable learning support,After-school learning support,Education,Medium,Online videos,Neutral,Maybe,10-30 AED,Very urgent,Monthly,WhatsApp,A small learning center would help students after school.,2026-05-09,medium,neutral,maybe,very urgent,monthly,10-30 aed,3,3,0.5,5,2,20,3,Lack of affordable learning support. After-school learning support. Online videos. A small learning center would help students after school.
R000330,18-24,Female,Al Madam,Employee,voice_note,No nearby tutoring center,After-school learning support,Education,High,Private tutor,Satisfied,Yes,51-100 AED,Very urgent,Weekly,Phone call,"Many students need affordable tutoring nearby, especially for math and English.",2026-04-17,high,satisfied,yes,very urgent,weekly,51-100 aed,5,4,1.0,5,3,75,2,"No nearby tutoring center. After-school learning support. Private tutor. Many students need affordable tutoring nearby, especially for math and English."
R000340,45-54,Prefer Not To Say,Hatta,Employee,paper_form,Limited after-school support,Student tutoring,Education,High,Travel to city,Neutral,Yes,10-30 AED,Soon,Daily,Community center,A small learning center would help students after school.,2026-05-05,high,neutral,yes,soon,daily,10-30 aed,5,3,1.0,3,4,20,3,Limited after-school support. Student tutoring. Travel to city. A small learning center would help students after school.
R000342,35-44,Prefer Not To Say,Al Ain Outskirts,Tourism Worker,qr_survey,Students need exam preparation,English and math tutoring,Education,High,Private tutor,Very dissatisfied,Yes,0 AED,Not urgent,Weekly,WhatsApp,Online videos are not enough for some students.,2026-05-14,high,very dissatisfied,yes,not urgent,weekly,0 aed,5,1,1.0,1,3,0,5,Students need exam preparation. English and math tutoring. Private tutor. Online videos are not enough for some students.
R000345,25-34,Prefer Not To Say,Dibba,Driver,voice_note,Students need exam preparation,English and math tutoring,Education,Medium,Private tutor,Neutral,Yes,51-100 AED,Soon,Monthly,Website,Parents travel far to find good tutoring centers.,2026-06-03,medium,neutral,yes,soon,monthly,51-100 aed,3,3,1.0,3,2,75,3,Students need exam preparation. English and math tutoring. Private tutor. Parents travel far to find good tutoring centers.
R000352,35-44,Prefer Not To Say,Hatta,Retired,shop_owner_note,Lack of affordable learning support,After-school learning support,Education,Low,Travel to city,Dissatisfied,Yes,0 AED,Soon,Daily,Website,Parents travel far to find good tutoring centers.,2026-04-07,low,dissatisfied,yes,soon,daily,0 aed,1,2,1.0,3,4,0,4,Lack of affordable learning support. After-school learning support. Travel to city. Parents travel far to find good tutoring centers.
R000356,45-54,Male,Ras Al Khaimah Rural Area,Small Business Owner,interview,No nearby tutoring center,Exam preparation center,Education,High,Ask relatives,Very dissatisfied,No,0 AED,Very urgent,Rarely,WhatsApp,A small learning center would help students after school.,2026-06-04,high,very dissatisfied,no,very urgent,rarely,0 aed,5,1,0.0,5,1,0,5,No nearby tutoring center. Exam preparation center. Ask relatives. A small learning center would help students after school.
R000361,35-44,Prefer Not To Say,Al Ain Outskirts,Homemaker,interview,No nearby tutoring center,Exam preparation center,Education,High,Online videos,Very dissatisfied,Yes,31-50 AED,Soon,Rarely,Mobile app,Parents travel far to find good tutoring centers.,2026-04-06,high,very dissatisfied,yes,soon,rarely,31-50 aed,5,1,1.0,3,1,40,5,No nearby tutoring center. Exam preparation center. Online videos. Parents travel far to find good tutoring centers.
R000363,35-44,Prefer Not To Say,Ras Al Khaimah Rural Area,Homemaker,shop_owner_note,No nearby tutoring center,Exam preparation center,Education,Low,Travel to city,Dissatisfied,Maybe,31-50 AED,Not urgent,Daily,In-person service,Online videos are not enough for some students.,2026-04-19,low,dissatisfied,maybe,not urgent,daily,31-50 aed,1,2,0.5,1,4,40,4,No nearby tutoring center. Exam preparation center. Travel to city. Online videos are not enough for some students.
R000367,18-24,Male,Al Madam,Unemployed,paper_form,Lack of affordable learning support,Exam preparation center,Education,High,Travel to city,Very satisfied,Yes,10-30 AED,Soon,Weekly,Website,Parents travel far to find good tutoring centers.,2026-06-23,high,very satisfied,yes,soon,weekly,10-30 aed,5,5,1.0,3,3,20,1,Lack of affordable learning support. Exam preparation center. Travel to city. Parents travel far to find good tutoring centers.
R000375,45-54,Female,Khor Fakkan Outskirts,Shop Owner,shop_owner_note,Students need exam preparation,Exam preparation center,Education,Medium,Ask relatives,Dissatisfied,Yes,31-50 AED,Soon,Daily,Community center,Online videos are not enough for some students.,2026-04-19,medium,dissatisfied,yes,soon,daily,31-50 aed,3,2,1.0,3,4,40,4,Students need exam preparation. Exam preparation center. Ask relatives. Online videos are not enough for some students.
R000381,25-34,Male,Hatta,Unemployed,paper_form,Students need exam preparation,English and math tutoring,Education,High,Travel to city,Very dissatisfied,Maybe,31-50 AED,Very urgent,Monthly,Delivery service,A small learning center would help students after school.,2026-05-31,high,very dissatisfied,maybe,very urgent,monthly,31-50 aed,5,1,0.5,5,2,40,5,Students need exam preparation. English and math tutoring. Travel to city. A small learning center would help students after school.
R000406,18-24,Male,Khor Fakkan Outskirts,Driver,shop_owner_note,Lack of affordable learning support,Exam preparation center,Education,High,Travel to city,Neutral,Yes,10-30 AED,Soon,Weekly,Mobile app,"Many students need affordable tutoring nearby, especially for math and English.",2026-05-30,high,neutral,yes,soon,weekly,10-30 aed,5,3,1.0,3,3,20,3,"Lack of affordable learning support. Exam preparation center. Travel to city. Many students need affordable tutoring nearby, especially for math and English."
R000413,18-24,Male,Liwa,Unemployed,qr_survey,Lack of affordable learning support,Student tutoring,Education,Low,Travel to city,Neutral,Maybe,10-30 AED,Not urgent,Daily,Delivery service,"Many students need affordable tutoring nearby, especially for math and English.",2026-05-10,low,neutral,maybe,not urgent,daily,10-30 aed,1,3,0.5,1,4,20,3,"Lack of affordable learning support. Student tutoring. Travel to city. Many students need affordable tutoring nearby, especially for math and English."
R000424,55+,Prefer Not To Say,Ras Al Khaimah Rural Area,Driver,shop_owner_note,No nearby tutoring center,English and math tutoring,Education,Medium,Travel to city,Neutral,Maybe,31-50 AED,Not urgent,Weekly,In-person service,Parents travel far to find good tutoring centers.,2026-05-27,medium,neutral,maybe,not urgent,weekly,31-50 aed,3,3,0.5,1,3,40,3,No nearby tutoring center. English and math tutoring. Travel to city. Parents travel far to find good tutoring centers.
R000427,25-34,Prefer Not To Say,Masfout,Small Business Owner,paper_form,Lack of affordable learning support,Exam preparation center,Education,Medium,Private tutor,Very satisfied,Yes,51-100 AED,Not urgent,Monthly,Community center,Parents travel far to find good tutoring centers.,2026-05-15,medium,very satisfied,yes,not urgent,monthly,51-100 aed,3,5,1.0,1,2,75,1,Lack of affordable learning support. Exam preparation center. Private tutor. Parents travel far to find good tutoring centers.
