response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,current_solution,satisfaction_level,would_pay,monthly_budget,urgency_level,frequency_of_problem,preferred_solution_type,opinion_text,date_collected,importance_key,satisfaction_key,would_pay_key,urgency_key,frequency_key,budget_key,importance_score,satisfaction_score,would_pay_score,urgency_score,frequency_score,budget_midpoint_aed,pain_score,analysis_text
R000187,55+,Prefer Not To Say,Ras Al Khaimah Rural Area,Employee,voice_note,Low visibility for local produce,Weekly farm box service,Agriculture,High,Sell at local market,Dissatisfied,Yes,31-50 AED,Soon,Rarely,Mobile app,Farmers depend too much on word of mouth.,2026-05-02,high,dissatisfied,yes,soon,rarely,31-50 aed,5,2,1.0,3,1,40,4,Low visibility for local produce. Weekly farm box service. Sell at local market. Farmers depend too much on word of mouth.
R000192,18-24,Female,Khor Fakkan Outskirts,Teacher,interview,Farmers struggle to sell directly,Farm product marketplace,Agriculture,Medium,Sell through relatives,Neutral,No,0 AED,Very urgent,Daily,Community center,A WhatsApp ordering system for local farms would be useful.,2026-05-17,medium,neutral,no,very urgent,daily,0 aed,3,3,0.0,5,4,0,3,Farmers struggle to sell directly. Farm product marketplace. Sell through relatives. A WhatsApp ordering system for local farms would be useful.
R000193,18-24,Female,Ghayathi,Retired,voice_note,Low visibility for local produce,Farm-to-home ordering,Agriculture,High,Use WhatsApp groups,Dissatisfied,No,0 AED,Very urgent,Monthly,In-person service,A WhatsApp ordering system for local farms would be useful.,2026-03-29,high,dissatisfied,no,very urgent,monthly,0 aed,5,2,0.0,5,2,0,4,Low visibility for local produce. Farm-to-home ordering. Use WhatsApp groups. A WhatsApp ordering system for local farms would be useful.
R000205,18-24,Female,Ras Al Khaimah Rural Area,Unemployed,paper_form,Farmers struggle to sell directly,Local produce delivery,Agriculture,High,Use WhatsApp groups,Satisfied,Maybe,51-100 AED,Very urgent,Daily,Website,People would buy more local produce if ordering was easier.,2026-05-03,high,satisfied,maybe,very urgent,daily,51-100 aed,5,4,0.5,5,4,75,2,Farmers struggle to sell directly. Local produce delivery. Use WhatsApp groups. People would buy more local produce if ordering was easier.
R000218,18-24,Female,Al Madam,Student,qr_survey,No simple ordering system for farms,Farm-to-home ordering,Agriculture,High,Use WhatsApp groups,Dissatisfied,Maybe,10-30 AED,Very urgent,Weekly,Delivery service,Farmers depend too much on word of mouth.,2026-05-24,high,dissatisfied,maybe,very urgent,weekly,10-30 aed,5,2,0.5,5,3,20,4,No simple ordering system for farms. Farm-to-home ordering. Use WhatsApp groups. Farmers depend too much on word of mouth.
R000229,25-34,Prefer Not To Say,Ghayathi,Tourism Worker,shop_owner_note,Farmers struggle to sell directly,Weekly farm box service,Agriculture,Medium,Use WhatsApp groups,Dissatisfied,Maybe,51-100 AED,Soon,Weekly,Website,A WhatsApp ordering system for local farms would be useful.,2026-06-06,medium,dissatisfied,maybe,soon,weekly,51-100 aed,3,2,0.5,3,3,75,4,Farmers struggle to sell directly. Weekly farm box service. Use WhatsApp groups. A WhatsApp ordering system for local farms would be useful.
R000232,18-24,Female,Kalba,Small Business Owner,voice_note,Low visibility for local produce,Farm-to-home ordering,Agriculture,High,Sell through relatives,Dissatisfied,Maybe,0 AED,Not urgent,Rarely,In-person service,A WhatsApp ordering system for local farms would be useful.,2026-06-06,high,dissatisfied,maybe,not urgent,rarely,0 aed,5,2,0.5,1,1,0,4,Low visibility for local produce. Farm-to-home ordering. Sell through relatives. A WhatsApp ordering system for local farms would be useful.
R000238,18-24,Prefer Not To Say,Dibba,Shop Owner,qr_survey,No simple ordering system for farms,Weekly farm box service,Agriculture,High,Sell through relatives,Dissatisfied,Maybe,31-50 AED,Very urgent,Monthly,Community center,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-05-06,high,dissatisfied,maybe,very urgent,monthly,31-50 aed,5,2,0.5,5,2,40,4,No simple ordering system for farms. Weekly farm box service. Sell through relatives. Small farms need a simple way to sell dates and vegetables directly to customers.
R000241,45-54,Female,Masfout,Tourism Worker,paper_form,No simple ordering system for farms,Weekly farm box service,Agriculture,Medium,Sell through relatives,Very dissatisfied,Maybe,100+ AED,Not urgent,Monthly,In-person service,Farmers depend too much on word of mouth.,2026-05-16,medium,very dissatisfied,maybe,not urgent,monthly,100+ aed,3,1,0.5,1,2,120,5,No simple ordering system for farms. Weekly farm box service. Sell through relatives. Farmers depend too much on word of mouth.
R000244,45-54,Prefer Not To Say,Liwa,Homemaker,interview,No simple ordering system for farms,Farm product marketplace,Agriculture,High,Sell at local market,Satisfied,Yes,10-30 AED,Very urgent,Weekly,Delivery service,Farmers depend too much on word of mouth.,2026-05-17,high,satisfied,yes,very urgent,weekly,10-30 aed,5,4,1.0,5,3,20,2,No simple ordering system for farms. Farm product marketplace. Sell at local market. Farmers depend too much on word of mouth.
R000245,45-54,Male,Kalba,Shop Owner,shop_owner_note,Farmers struggle to sell directly,Farm product marketplace,Agriculture,Medium,Use WhatsApp groups,Dissatisfied,Maybe,100+ AED,Very urgent,Daily,Delivery service,Farmers depend too much on word of mouth.,2026-04-09,medium,dissatisfied,maybe,very urgent,daily,100+ aed,3,2,0.5,5,4,120,4,Farmers struggle to sell directly. Farm product marketplace. Use WhatsApp groups. Farmers depend too much on word of mouth.
R000249,55+,Male,Al Ain Outskirts,Retired,shop_owner_note,Farmers struggle to sell directly,Weekly farm box service,Agriculture,Low,Use WhatsApp groups,Very dissatisfied,Maybe,51-100 AED,Very urgent,Weekly,Delivery service,A WhatsApp ordering system for local farms would be useful.,2026-06-23,low,very dissatisfied,maybe,very urgent,weekly,51-100 aed,1,1,0.5,5,3,75,5,Farmers struggle to sell directly. Weekly farm box service. Use WhatsApp groups. A WhatsApp ordering system for local farms would be useful.
R000267,55+,Male,Khor Fakkan Outskirts,Unemployed,shop_owner_note,Lack of farm marketing,Farm-to-home ordering,Agriculture,High,Use WhatsApp groups,Neutral,Maybe,0 AED,Soon,Monthly,Community center,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-05-01,high,neutral,maybe,soon,monthly,0 aed,5,3,0.5,3,2,0,3,Lack of farm marketing. Farm-to-home ordering. Use WhatsApp groups. Small farms need a simple way to sell dates and vegetables directly to customers.
R000272,35-44,Female,Al Madam,Tourism Worker,interview,Low visibility for local produce,Farm product marketplace,Agriculture,Low,Sell through relatives,Very dissatisfied,Yes,51-100 AED,Soon,Weekly,Community center,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-03,low,very dissatisfied,yes,soon,weekly,51-100 aed,1,1,1.0,3,3,75,5,Low visibility for local produce. Farm product marketplace. Sell through relatives. Small farms need a simple way to sell dates and vegetables directly to customers.
R000275,45-54,Female,Al Ain Outskirts,Unemployed,qr_survey,Low visibility for local produce,Local produce delivery,Agriculture,Medium,Sell at local market,Dissatisfied,Maybe,31-50 AED,Very urgent,Weekly,WhatsApp,People would buy more local produce if ordering was easier.,2026-06-06,medium,dissatisfied,maybe,very urgent,weekly,31-50 aed,3,2,0.5,5,3,40,4,Low visibility for local produce. Local produce delivery. Sell at local market. People would buy more local produce if ordering was easier.
R000276,55+,Prefer Not To Say,Ghayathi,Retired,paper_form,Low visibility for local produce,Weekly farm box service,Agriculture,Medium,Use WhatsApp groups,Dissatisfied,No,0 AED,Not urgent,Daily,In-person service,Farmers depend too much on word of mouth.,2026-05-15,medium,dissatisfied,no,not urgent,daily,0 aed,3,2,0.0,1,4,0,4,Low visibility for local produce. Weekly farm box service. Use WhatsApp groups. Farmers depend too much on word of mouth.
R000286,55+,Prefer Not To Say,Hatta,Student,paper_form,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,Medium,Sell at local market,Neutral,No,0 AED,Very urgent,Weekly,In-person service,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-05-03,medium,neutral,no,very urgent,weekly,0 aed,3,3,0.0,5,3,0,3,Farmers struggle to sell directly. Farm-to-home ordering. Sell at local market. Small farms need a simple way to sell dates and vegetables directly to customers.
R000287,55+,Female,Liwa,Teacher,voice_note,Farmers struggle to sell directly,Weekly farm box service,Agriculture,High,Sell through relatives,Satisfied,Maybe,31-50 AED,Not urgent,Daily,In-person service,Farmers depend too much on word of mouth.,2026-06-14,high,satisfied,maybe,not urgent,daily,31-50 aed,5,4,0.5,1,4,40,2,Farmers struggle to sell directly. Weekly farm box service. Sell through relatives. Farmers depend too much on word of mouth.
R000291,25-34,Male,Kalba,Small Business Owner,paper_form,Lack of farm marketing,Weekly farm box service,Agriculture,Medium,Sell through relatives,Neutral,Maybe,10-30 AED,Very urgent,Daily,WhatsApp,People would buy more local produce if ordering was easier.,2026-04-01,medium,neutral,maybe,very urgent,daily,10-30 aed,3,3,0.5,5,4,20,3,Lack of farm marketing. Weekly farm box service. Sell through relatives. People would buy more local produce if ordering was easier.
R000293,18-24,Male,Ghayathi,Driver,paper_form,Lack of farm marketing,Local produce delivery,Agriculture,High,Use WhatsApp groups,Neutral,Yes,10-30 AED,Very urgent,Weekly,Delivery service,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-14,high,neutral,yes,very urgent,weekly,10-30 aed,5,3,1.0,5,3,20,3,Lack of farm marketing. Local produce delivery. Use WhatsApp groups. Small farms need a simple way to sell dates and vegetables directly to customers.
R000313,18-24,Prefer Not To Say,Ras Al Khaimah Rural Area,Student,interview,No simple ordering system for farms,Farm-to-home ordering,Agriculture,Medium,Sell at local market,Neutral,Maybe,51-100 AED,Very urgent,Rarely,WhatsApp,A WhatsApp ordering system for local farms would be useful.,2026-05-27,medium,neutral,maybe,very urgent,rarely,51-100 aed,3,3,0.5,5,1,75,3,No simple ordering system for farms. Farm-to-home ordering. Sell at local market. A WhatsApp ordering system for local farms would be useful.
R000315,18-24,Prefer Not To Say,Al Madam,Teacher,paper_form,Farmers struggle to sell directly,Weekly farm box service,Agriculture,Medium,No clear solution,Very satisfied,Yes,100+ AED,Soon,Monthly,In-person service,A WhatsApp ordering system for local farms would be useful.,2026-04-12,medium,very satisfied,yes,soon,monthly,100+ aed,3,5,1.0,3,2,120,1,Farmers struggle to sell directly. Weekly farm box service. No clear solution. A WhatsApp ordering system for local farms would be useful.
R000316,18-24,Female,Liwa,Farmer,qr_survey,Lack of farm marketing,Weekly farm box service,Agriculture,Medium,No clear solution,Satisfied,No,0 AED,Soon,Daily,Community center,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-05-10,medium,satisfied,no,soon,daily,0 aed,3,4,0.0,3,4,0,2,Lack of farm marketing. Weekly farm box service. No clear solution. Small farms need a simple way to sell dates and vegetables directly to customers.
R000322,25-34,Prefer Not To Say,Masfout,Driver,paper_form,No simple ordering system for farms,Farm product marketplace,Agriculture,Low,Sell through relatives,Neutral,Yes,10-30 AED,Very urgent,Daily,WhatsApp,Farmers depend too much on word of mouth.,2026-05-21,low,neutral,yes,very urgent,daily,10-30 aed,1,3,1.0,5,4,20,3,No simple ordering system for farms. Farm product marketplace. Sell through relatives. Farmers depend too much on word of mouth.
R000338,18-24,Male,Ghayathi,Retired,paper_form,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,Medium,No clear solution,Dissatisfied,No,0 AED,Very urgent,Monthly,Website,A WhatsApp ordering system for local farms would be useful.,2026-05-26,medium,dissatisfied,no,very urgent,monthly,0 aed,3,2,0.0,5,2,0,4,Farmers struggle to sell directly. Farm-to-home ordering. No clear solution. A WhatsApp ordering system for local farms would be useful.
R000341,55+,Prefer Not To Say,Hatta,Unemployed,interview,Low visibility for local produce,Farm product marketplace,Agriculture,Low,No clear solution,Very dissatisfied,Yes,51-100 AED,Very urgent,Weekly,Delivery service,A WhatsApp ordering system for local farms would be useful.,2026-05-07,low,very dissatisfied,yes,very urgent,weekly,51-100 aed,1,1,1.0,5,3,75,5,Low visibility for local produce. Farm product marketplace. No clear solution. A WhatsApp ordering system for local farms would be useful.
R000347,35-44,Prefer Not To Say,Liwa,Driver,paper_form,Farmers struggle to sell directly,Local produce delivery,Agriculture,Low,Use WhatsApp groups,Satisfied,No,0 AED,Soon,Rarely,Mobile app,Farmers depend too much on word of mouth.,2026-05-30,low,satisfied,no,soon,rarely,0 aed,1,4,0.0,3,1,0,2,Farmers struggle to sell directly. Local produce delivery. Use WhatsApp groups. Farmers depend too much on word of mouth.
R000353,35-44,Prefer Not To Say,Ghayathi,Unemployed,paper_form,No simple ordering system for farms,Local produce delivery,Agriculture,High,No clear solution,Dissatisfied,Maybe,51-100 AED,Not urgent,Weekly,Community center,Farmers depend too much on word of mouth.,2026-04-25,high,dissatisfied,maybe,not urgent,weekly,51-100 aed,5,2,0.5,1,3,75,4,No simple ordering system for farms. Local produce delivery. No clear solution. Farmers depend too much on word of mouth.
R000360,25-34,Female,Dibba,Farmer,voice_note,Low visibility for local produce,Weekly farm box service,Agriculture,High,No clear solution,Satisfied,Maybe,31-50 AED,Soon,Daily,Mobile app,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-06-17,high,satisfied,maybe,soon,daily,31-50 aed,5,4,0.5,3,4,40,2,Low visibility for local produce. Weekly farm box service. No clear solution. Small farms need a simple way to sell dates and vegetables directly to customers.
R000365,18-24,Prefer Not To Say,Khor Fakkan Outskirts,Shop Owner,paper_form,No simple ordering system for farms,Weekly farm box service,Agriculture,High,Sell through relatives,Satisfied,Maybe,10-30 AED,Soon,Weekly,Delivery service,People would buy more local produce if ordering was easier.,2026-05-18,high,satisfied,maybe,soon,weekly,10-30 aed,5,4,0.5,3,3,20,2,No simple ordering system for farms. Weekly farm box service. Sell through relatives. People would buy more local produce if ordering was easier.
R000366,18-24,Prefer Not To Say,Liwa,Employee,shop_owner_note,Farmers struggle to sell directly,Local produce delivery,Agriculture,Medium,Use WhatsApp groups,Dissatisfied,Maybe,10-30 AED,Soon,Daily,In-person service,People would buy more local produce if ordering was easier.,2026-06-07,medium,dissatisfied,maybe,soon,daily,10-30 aed,3,2,0.5,3,4,20,4,Farmers struggle to sell directly. Local produce delivery. Use WhatsApp groups. People would buy more local produce if ordering was easier.
R000378,55+,Female,Hatta,Small Business Owner,voice_note,Lack of farm marketing,Local produce delivery,Agriculture,Medium,Sell through relatives,Satisfied,Yes,100+ AED,Very urgent,Monthly,Community center,Farmers depend too much on word of mouth.,2026-04-30,medium,satisfied,yes,very urgent,monthly,100+ aed,3,4,1.0,5,2,120,2,Lack of farm marketing. Local produce delivery. Sell through relatives. Farmers depend too much on word of mouth.
R000379,25-34,Prefer Not To Say,Dibba,Driver,shop_owner_note,Farmers struggle to sell directly,Weekly farm box service,Agriculture,High,Sell through relatives,Neutral,Yes,100+ AED,Very urgent,Daily,WhatsApp,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-08,high,neutral,yes,very urgent,daily,100+ aed,5,3,1.0,5,4,120,3,Farmers struggle to sell directly. Weekly farm box service. Sell through relatives. Small farms need a simple way to sell dates and vegetables directly to customers.
R000388,35-44,Prefer Not To Say,Kalba,Employee,shop_owner_note,Low visibility for local produce,Weekly farm box service,Agriculture,Medium,Use WhatsApp groups,Neutral,Maybe,51-100 AED,Not urgent,Weekly,Phone call,People would buy more local produce if ordering was easier.,2026-05-29,medium,neutral,maybe,not urgent,weekly,51-100 aed,3,3,0.5,1,3,75,3,Low visibility for local produce. Weekly farm box service. Use WhatsApp groups. People would buy more local produce if ordering was easier.
R000392,55+,Female,Hatta,Farmer,qr_survey,Low visibility for local produce,Local produce delivery,Agriculture,Medium,No clear solution,Dissatisfied,Yes,10-30 AED,Soon,Daily,Website,Farmers depend too much on word of mouth.,2026-06-26,medium,dissatisfied,yes,soon,daily,10-30 aed,3,2,1.0,3,4,20,4,Low visibility for local produce. Local produce delivery. No clear solution. Farmers depend too much on word of mouth.
