response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,frequency_of_problem,preferred_solution_type,monthly_budget,opinion_text,date_collected,import_batch_id,imported_at,source_file_name,importance_score,frequency_key,budget_key,frequency_score,budget_midpoint_aed,analysis_text,sentiment_model,sentiment_label,sentiment_score,bertopic_topic
R000157,18-24,female,Al Madam,homemaker,mobile_app,Public transport is limited,Bus service,Rural Transport,5.0,weekly,SMS,0-30 AED,We need better transport options.,2026-06-22,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,0-30 aed,3,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000158,55+,female,Delma Island,teacher,community_event,Public transport is limited,Bus service,Rural Transport,5.0,weekly,Mobile app,31-50 AED,We need better transport options.,2026-06-29,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,31-50 aed,3,40.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000159,18-24,male,Al Sila,teacher,field_interview,Public transport is limited,Bus service,Rural Transport,5.0,weekly,SMS,100+ AED,We need better transport options.,2026-06-07,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,100+ aed,3,120.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000160,18-24,female,Ghayathi,retired,field_interview,Public transport is limited,Bus service,Rural Transport,3.0,weekly,SMS,100+ AED,We need better transport options.,2026-06-05,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,100+ aed,3,120.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000161,35-44,female,Liwa,driver,mobile_app,Public transport is limited,Bus service,Rural Transport,5.0,daily,Community center,31-50 AED,We need better transport options.,2026-06-25,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000162,25-34,male,Delma Island,driver,mobile_app,Public transport is limited,Bus service,Rural Transport,5.0,monthly,SMS,100+ AED,We need better transport options.,2026-06-06,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000163,18-24,female,Hatta,retired,field_interview,Poor internet,Internet upgrade,Connectivity,5.0,daily,SMS,31-50 AED,Internet access should be more reliable.,2026-06-30,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000164,45-54,male,Al Madam,teacher,qr_survey,Public transport is limited,Bus service,Rural Transport,1.0,daily,Community center,0-30 AED,We need better transport options.,2026-06-17,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,daily,0-30 aed,4,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000165,18-24,female,Delma Island,homemaker,community_event,Public transport is limited,Bus service,Rural Transport,3.0,daily,SMS,0-30 AED,We need better transport options.,2026-06-23,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,0-30 aed,4,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000166,25-34,female,Masafi,teacher,mobile_app,Public transport is limited,Bus service,Rural Transport,3.0,weekly,Mobile app,100+ AED,We need better transport options.,2026-06-02,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,100+ aed,3,120.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000167,25-34,male,Al Sila,student,qr_survey,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,weekly,SMS,31-50 AED,Healthcare services are too far away.,2026-06-30,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,31-50 aed,3,40.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000168,35-44,female,Al Sila,retired,community_event,Delivery is slow,Grocery delivery,Rural Transport,5.0,monthly,Mobile app,0-30 AED,We need faster grocery delivery in our area.,2026-06-19,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000169,18-24,male,Masafi,farmer,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,weekly,Website,100+ AED,Healthcare services are too far away.,2026-06-14,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,100+ aed,3,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000170,18-24,male,Hatta,shop owner,field_interview,Poor internet,Internet upgrade,Connectivity,1.0,monthly,Website,100+ AED,Internet access should be more reliable.,2026-06-11,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,monthly,100+ aed,2,120.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000171,45-54,female,Ghayathi,farmer,field_interview,Few job opportunities,Job platform,Employment,5.0,weekly,Mobile app,0-30 AED,More local job opportunities are needed.,2026-06-23,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,0-30 aed,3,0.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000172,35-44,female,Liwa,homemaker,mobile_app,Few job opportunities,Job platform,Employment,3.0,weekly,Community center,0-30 AED,More local job opportunities are needed.,2026-06-02,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,0-30 aed,3,0.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000173,35-44,female,Al Sila,retired,qr_survey,Delivery is slow,Grocery delivery,Rural Transport,3.0,monthly,SMS,51-100 AED,We need faster grocery delivery in our area.,2026-06-19,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,monthly,51-100 aed,2,75.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000174,35-44,female,Ghayathi,farmer,community_event,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,daily,Mobile app,51-100 AED,Healthcare services are too far away.,2026-06-30,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,51-100 aed,4,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000175,35-44,male,Masafi,farmer,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,weekly,Community center,31-50 AED,Healthcare services are too far away.,2026-06-14,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,31-50 aed,3,40.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000176,25-34,male,Al Madam,farmer,mobile_app,Public transport is limited,Bus service,Rural Transport,3.0,monthly,Mobile app,100+ AED,We need better transport options.,2026-06-10,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,monthly,100+ aed,2,120.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000177,18-24,female,Hatta,teacher,community_event,Poor internet,Internet upgrade,Connectivity,3.0,weekly,Mobile app,51-100 AED,Internet access should be more reliable.,2026-06-01,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,51-100 aed,3,75.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000178,18-24,female,Al Madam,teacher,community_event,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,Community center,100+ AED,Healthcare services are too far away.,2026-06-11,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000179,25-34,female,Masafi,farmer,community_event,Delivery is slow,Grocery delivery,Rural Transport,3.0,monthly,Mobile app,0-30 AED,We need faster grocery delivery in our area.,2026-06-14,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,monthly,0-30 aed,2,0.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000180,25-34,female,Ghayathi,retired,community_event,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,weekly,Website,100+ AED,Healthcare services are too far away.,2026-06-05,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,100+ aed,3,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000181,18-24,female,Hatta,driver,mobile_app,Delivery is slow,Grocery delivery,Rural Transport,1.0,monthly,Mobile app,31-50 AED,We need faster grocery delivery in our area.,2026-06-11,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,monthly,31-50 aed,2,40.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000182,35-44,male,Al Sila,retired,qr_survey,Delivery is slow,Grocery delivery,Rural Transport,5.0,monthly,Website,0-30 AED,We need faster grocery delivery in our area.,2026-06-07,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000183,18-24,female,Delma Island,farmer,field_interview,Few job opportunities,Job platform,Employment,3.0,weekly,Mobile app,51-100 AED,More local job opportunities are needed.,2026-06-01,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,51-100 aed,3,75.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000184,18-24,male,Hatta,retired,mobile_app,Public transport is limited,Bus service,Rural Transport,5.0,monthly,SMS,0-30 AED,We need better transport options.,2026-06-07,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000185,18-24,male,Al Madam,driver,community_event,Public transport is limited,Bus service,Rural Transport,5.0,weekly,Mobile app,31-50 AED,We need better transport options.,2026-06-27,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,31-50 aed,3,40.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000186,25-34,female,Al Sila,student,community_event,Delivery is slow,Grocery delivery,Rural Transport,5.0,monthly,Community center,0-30 AED,We need faster grocery delivery in our area.,2026-06-13,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000187,18-24,male,Ghayathi,retired,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,daily,SMS,100+ AED,Healthcare services are too far away.,2026-06-12,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,100+ aed,4,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000188,35-44,female,Delma Island,retired,mobile_app,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,daily,Website,0-30 AED,Healthcare services are too far away.,2026-06-05,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,0-30 aed,4,0.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000189,45-54,female,Al Madam,shop owner,field_interview,Poor internet,Internet upgrade,Connectivity,3.0,weekly,Mobile app,31-50 AED,Internet access should be more reliable.,2026-06-14,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,31-50 aed,3,40.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000190,35-44,male,Delma Island,teacher,mobile_app,Few job opportunities,Job platform,Employment,1.0,monthly,Community center,31-50 AED,More local job opportunities are needed.,2026-06-07,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,monthly,31-50 aed,2,40.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000191,35-44,female,Al Sila,teacher,community_event,Public transport is limited,Bus service,Rural Transport,3.0,daily,Community center,0-30 AED,We need better transport options.,2026-06-05,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,0-30 aed,4,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000192,25-34,female,Al Sila,farmer,field_interview,Public transport is limited,Bus service,Rural Transport,3.0,weekly,Website,51-100 AED,We need better transport options.,2026-06-30,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,51-100 aed,3,75.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000193,35-44,male,Al Sila,driver,qr_survey,Few job opportunities,Job platform,Employment,5.0,daily,Website,100+ AED,More local job opportunities are needed.,2026-06-18,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,100+ aed,4,120.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000194,18-24,male,Hatta,shop owner,community_event,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,weekly,Website,31-50 AED,Healthcare services are too far away.,2026-06-02,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,31-50 aed,3,40.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000195,25-34,female,Al Madam,driver,qr_survey,Public transport is limited,Bus service,Rural Transport,5.0,monthly,Community center,0-30 AED,We need better transport options.,2026-06-04,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000196,18-24,female,Al Sila,driver,mobile_app,Public transport is limited,Bus service,Rural Transport,5.0,monthly,Website,0-30 AED,We need better transport options.,2026-06-19,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000197,45-54,male,Hatta,farmer,mobile_app,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,Website,51-100 AED,Healthcare services are too far away.,2026-06-09,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000198,25-34,male,Masafi,student,field_interview,Delivery is slow,Grocery delivery,Rural Transport,5.0,daily,Website,31-50 AED,We need faster grocery delivery in our area.,2026-06-08,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000199,35-44,male,Al Sila,student,community_event,Poor internet,Internet upgrade,Connectivity,1.0,daily,Website,0-30 AED,Internet access should be more reliable.,2026-06-16,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,daily,0-30 aed,4,0.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000200,35-44,female,Ghayathi,teacher,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,1.0,monthly,Community center,51-100 AED,Healthcare services are too far away.,2026-06-11,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,monthly,51-100 aed,2,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000201,18-24,female,Al Madam,retired,qr_survey,Poor internet,Internet upgrade,Connectivity,5.0,monthly,Mobile app,51-100 AED,Internet access should be more reliable.,2026-06-30,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000202,45-54,male,Liwa,shop owner,qr_survey,Few job opportunities,Job platform,Employment,5.0,daily,Mobile app,31-50 AED,More local job opportunities are needed.,2026-06-21,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000203,35-44,female,Ghayathi,shop owner,qr_survey,Few job opportunities,Job platform,Employment,3.0,daily,SMS,100+ AED,More local job opportunities are needed.,2026-06-12,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,100+ aed,4,120.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000204,25-34,male,Masafi,teacher,qr_survey,Public transport is limited,Bus service,Rural Transport,5.0,daily,Mobile app,0-30 AED,We need better transport options.,2026-06-12,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,0-30 aed,4,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000205,45-54,male,Al Madam,homemaker,mobile_app,Few job opportunities,Job platform,Employment,5.0,monthly,Mobile app,0-30 AED,More local job opportunities are needed.,2026-06-13,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000206,18-24,male,Al Madam,homemaker,qr_survey,Delivery is slow,Grocery delivery,Rural Transport,5.0,daily,Community center,100+ AED,We need faster grocery delivery in our area.,2026-06-15,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,100+ aed,4,120.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000207,55+,female,Delma Island,student,field_interview,Poor internet,Internet upgrade,Connectivity,5.0,weekly,Community center,100+ AED,Internet access should be more reliable.,2026-06-09,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,100+ aed,3,120.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000208,25-34,male,Masafi,farmer,qr_survey,Public transport is limited,Bus service,Rural Transport,1.0,weekly,Community center,31-50 AED,We need better transport options.,2026-06-24,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,weekly,31-50 aed,3,40.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000209,35-44,male,Delma Island,student,community_event,Few job opportunities,Job platform,Employment,3.0,daily,Community center,100+ AED,More local job opportunities are needed.,2026-06-23,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,100+ aed,4,120.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000210,35-44,female,Ghayathi,shop owner,field_interview,Delivery is slow,Grocery delivery,Rural Transport,5.0,daily,SMS,31-50 AED,We need faster grocery delivery in our area.,2026-06-27,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000211,25-34,male,Al Madam,retired,mobile_app,Poor internet,Internet upgrade,Connectivity,5.0,monthly,SMS,100+ AED,Internet access should be more reliable.,2026-06-20,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000212,35-44,male,Al Madam,driver,field_interview,Public transport is limited,Bus service,Rural Transport,3.0,weekly,Website,51-100 AED,We need better transport options.,2026-06-08,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,51-100 aed,3,75.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000213,35-44,male,Masafi,teacher,community_event,Public transport is limited,Bus service,Rural Transport,5.0,weekly,Community center,51-100 AED,We need better transport options.,2026-06-23,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,51-100 aed,3,75.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000214,35-44,male,Al Madam,farmer,community_event,Public transport is limited,Bus service,Rural Transport,5.0,daily,Community center,0-30 AED,We need better transport options.,2026-06-04,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,0-30 aed,4,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000215,25-34,female,Delma Island,driver,field_interview,Poor internet,Internet upgrade,Connectivity,5.0,daily,SMS,31-50 AED,Internet access should be more reliable.,2026-06-19,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000216,25-34,female,Ghayathi,student,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,weekly,SMS,0-30 AED,Healthcare services are too far away.,2026-06-09,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,0-30 aed,3,0.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000217,18-24,female,Delma Island,driver,qr_survey,Public transport is limited,Bus service,Rural Transport,5.0,daily,Community center,51-100 AED,We need better transport options.,2026-06-25,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,51-100 aed,4,75.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000218,25-34,male,Liwa,teacher,mobile_app,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,monthly,Mobile app,51-100 AED,Healthcare services are too far away.,2026-06-10,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,monthly,51-100 aed,2,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000219,55+,female,Masafi,student,field_interview,Poor internet,Internet upgrade,Connectivity,5.0,weekly,Website,31-50 AED,Internet access should be more reliable.,2026-06-22,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,31-50 aed,3,40.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000220,35-44,male,Al Madam,farmer,mobile_app,Public transport is limited,Bus service,Rural Transport,3.0,weekly,Mobile app,100+ AED,We need better transport options.,2026-06-18,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,100+ aed,3,120.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
