response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,frequency_of_problem,preferred_solution_type,monthly_budget,opinion_text,date_collected,import_batch_id,imported_at,source_file_name,importance_score,frequency_key,budget_key,frequency_score,budget_midpoint_aed,analysis_text
R000111,25-34,female,Masafi,student,community_event,Public transport is limited,Bus service,Rural Transport,5.0,weekly,Website,31-50 AED,We need better transport options.,2026-06-26,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,31-50 aed,3,40.0,Public transport is limited. Bus service. We need better transport options.
R000112,25-34,female,Masafi,farmer,qr_survey,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,SMS,51-100 AED,Healthcare services are too far away.,2026-06-08,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000113,45-54,male,Al Sila,retired,community_event,Delivery is slow,Grocery delivery,Rural Transport,5.0,monthly,Mobile app,100+ AED,We need faster grocery delivery in our area.,2026-06-13,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000114,45-54,male,Hatta,student,field_interview,Public transport is limited,Bus service,Rural Transport,1.0,weekly,SMS,100+ AED,We need better transport options.,2026-06-02,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,1.0,weekly,100+ aed,3,120.0,Public transport is limited. Bus service. We need better transport options.
R000115,18-24,male,Delma Island,teacher,qr_survey,Delivery is slow,Grocery delivery,Rural Transport,3.0,weekly,SMS,100+ AED,We need faster grocery delivery in our area.,2026-06-23,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,weekly,100+ aed,3,120.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000116,35-44,female,Ghayathi,retired,field_interview,Poor internet,Internet upgrade,Connectivity,5.0,monthly,Website,100+ AED,Internet access should be more reliable.,2026-06-19,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000117,35-44,male,Delma Island,driver,community_event,Poor internet,Internet upgrade,Connectivity,5.0,monthly,Community center,0-30 AED,Internet access should be more reliable.,2026-06-04,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000118,45-54,female,Hatta,teacher,mobile_app,Public transport is limited,Bus service,Rural Transport,3.0,daily,Community center,0-30 AED,We need better transport options.,2026-06-07,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,daily,0-30 aed,4,0.0,Public transport is limited. Bus service. We need better transport options.
R000119,55+,male,Al Madam,retired,field_interview,Delivery is slow,Grocery delivery,Rural Transport,3.0,daily,SMS,100+ AED,We need faster grocery delivery in our area.,2026-06-19,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,daily,100+ aed,4,120.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000120,18-24,male,Delma Island,teacher,qr_survey,Delivery is slow,Grocery delivery,Rural Transport,1.0,daily,SMS,100+ AED,We need faster grocery delivery in our area.,2026-06-28,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,1.0,daily,100+ aed,4,120.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000121,35-44,female,Masafi,student,mobile_app,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,weekly,Mobile app,51-100 AED,Healthcare services are too far away.,2026-06-08,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,51-100 aed,3,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000122,45-54,female,Hatta,shop owner,qr_survey,Public transport is limited,Bus service,Rural Transport,5.0,monthly,SMS,100+ AED,We need better transport options.,2026-06-02,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Public transport is limited. Bus service. We need better transport options.
R000123,35-44,male,Al Madam,homemaker,mobile_app,Delivery is slow,Grocery delivery,Rural Transport,3.0,monthly,Community center,100+ AED,We need faster grocery delivery in our area.,2026-06-24,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,monthly,100+ aed,2,120.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000124,45-54,male,Delma Island,homemaker,field_interview,Few job opportunities,Job platform,Employment,5.0,monthly,SMS,51-100 AED,More local job opportunities are needed.,2026-06-09,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Few job opportunities. Job platform. More local job opportunities are needed.
R000125,25-34,female,Al Madam,teacher,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,weekly,SMS,0-30 AED,Healthcare services are too far away.,2026-06-13,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,0-30 aed,3,0.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000126,25-34,male,Delma Island,student,qr_survey,Delivery is slow,Grocery delivery,Rural Transport,5.0,daily,Community center,0-30 AED,We need faster grocery delivery in our area.,2026-06-24,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,0-30 aed,4,0.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000127,45-54,female,Liwa,teacher,field_interview,Public transport is limited,Bus service,Rural Transport,3.0,monthly,Community center,31-50 AED,We need better transport options.,2026-06-20,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,monthly,31-50 aed,2,40.0,Public transport is limited. Bus service. We need better transport options.
R000128,35-44,male,Ghayathi,farmer,community_event,Few job opportunities,Job platform,Employment,5.0,daily,Community center,51-100 AED,More local job opportunities are needed.,2026-06-21,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,51-100 aed,4,75.0,Few job opportunities. Job platform. More local job opportunities are needed.
R000129,18-24,female,Al Madam,teacher,mobile_app,Delivery is slow,Grocery delivery,Rural Transport,3.0,daily,SMS,31-50 AED,We need faster grocery delivery in our area.,2026-06-01,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,daily,31-50 aed,4,40.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000130,18-24,female,Masafi,homemaker,qr_survey,Few job opportunities,Job platform,Employment,5.0,monthly,Mobile app,31-50 AED,More local job opportunities are needed.,2026-06-22,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,31-50 aed,2,40.0,Few job opportunities. Job platform. More local job opportunities are needed.
R000131,35-44,female,Hatta,homemaker,qr_survey,Poor internet,Internet upgrade,Connectivity,3.0,daily,Community center,31-50 AED,Internet access should be more reliable.,2026-06-06,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,daily,31-50 aed,4,40.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000132,18-24,female,Hatta,driver,qr_survey,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,Website,51-100 AED,Healthcare services are too far away.,2026-06-24,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000133,35-44,female,Al Sila,homemaker,field_interview,Few job opportunities,Job platform,Employment,5.0,daily,Mobile app,100+ AED,More local job opportunities are needed.,2026-06-16,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,100+ aed,4,120.0,Few job opportunities. Job platform. More local job opportunities are needed.
R000134,25-34,male,Al Madam,student,qr_survey,Public transport is limited,Bus service,Rural Transport,3.0,daily,Website,51-100 AED,We need better transport options.,2026-06-01,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,daily,51-100 aed,4,75.0,Public transport is limited. Bus service. We need better transport options.
R000135,18-24,female,Hatta,retired,field_interview,Delivery is slow,Grocery delivery,Rural Transport,5.0,weekly,Website,31-50 AED,We need faster grocery delivery in our area.,2026-06-27,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,31-50 aed,3,40.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000136,35-44,female,Ghayathi,student,mobile_app,Few job opportunities,Job platform,Employment,3.0,daily,SMS,31-50 AED,More local job opportunities are needed.,2026-06-17,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,daily,31-50 aed,4,40.0,Few job opportunities. Job platform. More local job opportunities are needed.
R000137,45-54,male,Al Madam,farmer,community_event,Few job opportunities,Job platform,Employment,5.0,daily,Community center,0-30 AED,More local job opportunities are needed.,2026-06-19,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,0-30 aed,4,0.0,Few job opportunities. Job platform. More local job opportunities are needed.
R000138,55+,male,Ghayathi,shop owner,mobile_app,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,daily,Website,31-50 AED,Healthcare services are too far away.,2026-06-09,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000139,55+,male,Masafi,teacher,mobile_app,Poor internet,Internet upgrade,Connectivity,3.0,monthly,SMS,0-30 AED,Internet access should be more reliable.,2026-06-01,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,monthly,0-30 aed,2,0.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000140,18-24,male,Masafi,homemaker,qr_survey,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,SMS,100+ AED,Healthcare services are too far away.,2026-06-13,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000141,35-44,male,Hatta,shop owner,mobile_app,Delivery is slow,Grocery delivery,Rural Transport,5.0,monthly,Website,51-100 AED,We need faster grocery delivery in our area.,2026-06-15,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000142,55+,male,Al Sila,farmer,field_interview,Delivery is slow,Grocery delivery,Rural Transport,3.0,monthly,Website,51-100 AED,We need faster grocery delivery in our area.,2026-06-02,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,monthly,51-100 aed,2,75.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000143,45-54,female,Liwa,student,community_event,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,Website,51-100 AED,Healthcare services are too far away.,2026-06-01,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000144,45-54,male,Masafi,farmer,community_event,Public transport is limited,Bus service,Rural Transport,3.0,daily,Mobile app,31-50 AED,We need better transport options.,2026-06-11,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,daily,31-50 aed,4,40.0,Public transport is limited. Bus service. We need better transport options.
R000145,45-54,female,Al Madam,farmer,field_interview,Poor internet,Internet upgrade,Connectivity,5.0,monthly,Mobile app,100+ AED,Internet access should be more reliable.,2026-06-24,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000146,25-34,female,Al Madam,farmer,qr_survey,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,monthly,Website,100+ AED,Healthcare services are too far away.,2026-06-26,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,monthly,100+ aed,2,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000147,18-24,female,Al Madam,shop owner,community_event,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,monthly,SMS,31-50 AED,Healthcare services are too far away.,2026-06-28,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,monthly,31-50 aed,2,40.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000148,55+,female,Al Sila,driver,community_event,Poor internet,Internet upgrade,Connectivity,5.0,daily,Community center,31-50 AED,Internet access should be more reliable.,2026-06-24,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000149,35-44,male,Al Sila,driver,mobile_app,Few job opportunities,Job platform,Employment,3.0,weekly,SMS,100+ AED,More local job opportunities are needed.,2026-06-27,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,weekly,100+ aed,3,120.0,Few job opportunities. Job platform. More local job opportunities are needed.
R000150,35-44,female,Al Sila,teacher,field_interview,Public transport is limited,Bus service,Rural Transport,5.0,daily,Community center,51-100 AED,We need better transport options.,2026-06-15,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,51-100 aed,4,75.0,Public transport is limited. Bus service. We need better transport options.
R000151,18-24,female,Al Madam,farmer,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,daily,Mobile app,31-50 AED,Healthcare services are too far away.,2026-06-07,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,daily,31-50 aed,4,40.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000152,55+,male,Al Sila,driver,mobile_app,Poor internet,Internet upgrade,Connectivity,3.0,monthly,Community center,51-100 AED,Internet access should be more reliable.,2026-06-06,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,monthly,51-100 aed,2,75.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000153,18-24,female,Masafi,driver,qr_survey,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,weekly,Website,0-30 AED,Healthcare services are too far away.,2026-06-25,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,weekly,0-30 aed,3,0.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000154,55+,female,Delma Island,farmer,qr_survey,Public transport is limited,Bus service,Rural Transport,5.0,monthly,Website,51-100 AED,We need better transport options.,2026-06-28,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Public transport is limited. Bus service. We need better transport options.
R000155,45-54,female,Al Sila,shop owner,community_event,Public transport is limited,Bus service,Rural Transport,5.0,weekly,Community center,0-30 AED,We need better transport options.,2026-06-25,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,0-30 aed,3,0.0,Public transport is limited. Bus service. We need better transport options.
R000156,35-44,male,Hatta,shop owner,field_interview,Poor internet,Internet upgrade,Connectivity,5.0,weekly,Website,51-100 AED,Internet access should be more reliable.,2026-06-27,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,51-100 aed,3,75.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000157,18-24,female,Al Madam,homemaker,mobile_app,Public transport is limited,Bus service,Rural Transport,5.0,weekly,SMS,0-30 AED,We need better transport options.,2026-06-22,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,0-30 aed,3,0.0,Public transport is limited. Bus service. We need better transport options.
R000158,55+,female,Delma Island,teacher,community_event,Public transport is limited,Bus service,Rural Transport,5.0,weekly,Mobile app,31-50 AED,We need better transport options.,2026-06-29,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,31-50 aed,3,40.0,Public transport is limited. Bus service. We need better transport options.
R000159,18-24,male,Al Sila,teacher,field_interview,Public transport is limited,Bus service,Rural Transport,5.0,weekly,SMS,100+ AED,We need better transport options.,2026-06-07,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,100+ aed,3,120.0,Public transport is limited. Bus service. We need better transport options.
R000160,18-24,female,Ghayathi,retired,field_interview,Public transport is limited,Bus service,Rural Transport,3.0,weekly,SMS,100+ AED,We need better transport options.,2026-06-05,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,weekly,100+ aed,3,120.0,Public transport is limited. Bus service. We need better transport options.
R000161,35-44,female,Liwa,driver,mobile_app,Public transport is limited,Bus service,Rural Transport,5.0,daily,Community center,31-50 AED,We need better transport options.,2026-06-25,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Public transport is limited. Bus service. We need better transport options.
R000162,25-34,male,Delma Island,driver,mobile_app,Public transport is limited,Bus service,Rural Transport,5.0,monthly,SMS,100+ AED,We need better transport options.,2026-06-06,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Public transport is limited. Bus service. We need better transport options.
R000163,18-24,female,Hatta,retired,field_interview,Poor internet,Internet upgrade,Connectivity,5.0,daily,SMS,31-50 AED,Internet access should be more reliable.,2026-06-30,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,31-50 aed,4,40.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000164,45-54,male,Al Madam,teacher,qr_survey,Public transport is limited,Bus service,Rural Transport,1.0,daily,Community center,0-30 AED,We need better transport options.,2026-06-17,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,1.0,daily,0-30 aed,4,0.0,Public transport is limited. Bus service. We need better transport options.
R000165,18-24,female,Delma Island,homemaker,community_event,Public transport is limited,Bus service,Rural Transport,3.0,daily,SMS,0-30 AED,We need better transport options.,2026-06-23,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,daily,0-30 aed,4,0.0,Public transport is limited. Bus service. We need better transport options.
R000166,25-34,female,Masafi,teacher,mobile_app,Public transport is limited,Bus service,Rural Transport,3.0,weekly,Mobile app,100+ AED,We need better transport options.,2026-06-02,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,weekly,100+ aed,3,120.0,Public transport is limited. Bus service. We need better transport options.
R000167,25-34,male,Al Sila,student,qr_survey,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,weekly,SMS,31-50 AED,Healthcare services are too far away.,2026-06-30,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,weekly,31-50 aed,3,40.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000168,35-44,female,Al Sila,retired,community_event,Delivery is slow,Grocery delivery,Rural Transport,5.0,monthly,Mobile app,0-30 AED,We need faster grocery delivery in our area.,2026-06-19,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000169,18-24,male,Masafi,farmer,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,weekly,Website,100+ AED,Healthcare services are too far away.,2026-06-14,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,100+ aed,3,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000170,18-24,male,Hatta,shop owner,field_interview,Poor internet,Internet upgrade,Connectivity,1.0,monthly,Website,100+ AED,Internet access should be more reliable.,2026-06-11,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,1.0,monthly,100+ aed,2,120.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000171,45-54,female,Ghayathi,farmer,field_interview,Few job opportunities,Job platform,Employment,5.0,weekly,Mobile app,0-30 AED,More local job opportunities are needed.,2026-06-23,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,0-30 aed,3,0.0,Few job opportunities. Job platform. More local job opportunities are needed.
R000172,35-44,female,Liwa,homemaker,mobile_app,Few job opportunities,Job platform,Employment,3.0,weekly,Community center,0-30 AED,More local job opportunities are needed.,2026-06-02,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,weekly,0-30 aed,3,0.0,Few job opportunities. Job platform. More local job opportunities are needed.
R000173,35-44,female,Al Sila,retired,qr_survey,Delivery is slow,Grocery delivery,Rural Transport,3.0,monthly,SMS,51-100 AED,We need faster grocery delivery in our area.,2026-06-19,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,monthly,51-100 aed,2,75.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.
R000174,35-44,female,Ghayathi,farmer,community_event,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,daily,Mobile app,51-100 AED,Healthcare services are too far away.,2026-06-30,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,daily,51-100 aed,4,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000175,35-44,male,Masafi,farmer,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,weekly,Community center,31-50 AED,Healthcare services are too far away.,2026-06-14,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,weekly,31-50 aed,3,40.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
R000176,25-34,male,Al Madam,farmer,mobile_app,Public transport is limited,Bus service,Rural Transport,3.0,monthly,Mobile app,100+ AED,We need better transport options.,2026-06-10,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,monthly,100+ aed,2,120.0,Public transport is limited. Bus service. We need better transport options.
R000177,18-24,female,Hatta,teacher,community_event,Poor internet,Internet upgrade,Connectivity,3.0,weekly,Mobile app,51-100 AED,Internet access should be more reliable.,2026-06-01,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,3.0,weekly,51-100 aed,3,75.0,Poor internet. Internet upgrade. Internet access should be more reliable.
R000178,18-24,female,Al Madam,teacher,community_event,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,Community center,100+ AED,Healthcare services are too far away.,2026-06-11,B20260627_133145,2026-06-27T13:31:45,20260627_133145_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.
